NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY,LAT,LON
Hanscom Middle,Hanscom Field/Hanscom Air Force Base,1.1048286350744747,1731,MA,Hanscom Air Force Base,25017,42.456899,-71.27855
Hanscom Primary,Hanscom Field/Hanscom Air Force Base,1.1048286350744747,1731,MA,Hanscom Air Force Base,25017,42.456899,-71.27855
Voluntary Prekindergarten School,Kurt Manufacturing Co.,1.104829906693613,55432,MN,FRIDLEY,27003,45.078186,-93.256901
Early Childhood Special Education S,Kurt Manufacturing Co.,1.104829906693613,55432,MN,FRIDLEY,27003,45.078186,-93.256901
East Park Elementary School,Big John Salvage - Hoult Road,1.1052631588801043,26554,WV,Fairmont,54049,39.481378,-80.12182
BROOKLYN INTERNATIONAL HIGH SCHOOL,Gowanus Canal,1.105411614407923,11201,NY,BROOKLYN,36047,40.6974,-73.9847
URBAN ASSEMBLY SCHOOL FOR MUSIC AND ART,Gowanus Canal,1.105411614407923,11201,NY,BROOKLYN,36047,40.6974,-73.9847
SCIENCE SKILLS CENTER HIGH SCHOOL,Gowanus Canal,1.105411614407923,11201,NY,BROOKLYN,36047,40.6974,-73.9847
Rockton Elem School,Beloit Corp.,1.1057900632843118,61072,IL,Rockton,17201,42.454381,-89.055791
Washington School,Maywood Chemical Co.,1.1067691309049619,7644,NJ,LODI,34003,40.88393,-74.08253
PS/IS 155 NICHOLAS HERKIMER,Wolff-Alport Chemical Company,1.1071491855015705,11233,NY,BROOKLYN,36047,40.6776,-73.9088
West Chicago Comm High School,Kerr-McGee (Kress Creek/West Branch of DuPage River),1.1076516937101366,60185,IL,West Chicago,17043,41.87936,-88.206021
Dr. Edward Ricci School,Centredale Manor Restoration Project,1.1077054340034285,2911,RI,North Providence,44007,41.847419,-71.470692
Fishburn Avenue Elementary,Pemaco Maywood,1.1078055364782018,90270,CA,Maywood,6037,33.989255,-118.190119
Kennedy Elementary School,Diamond Head Oil Refinery Div.,1.107900317583495,7029,NJ,Harrison,34017,40.746509,-74.153464
Ionia Middle School,Ionia City Landfill,1.1080307447703832,48846,MI,IONIA,26067,42.9868,-85.0631
Compass Academy,Freeway Sanitary Landfill,1.1081465768910341,55420,MN,BLOOMINGTON,27053,44.810811,-93.289703
Winslow Township High School,Lightman Drum Company,1.108368406360979,8004,NJ,ATCO,34007,39.7456,-74.9074
William Northrup Elementary,San Gabriel Valley (Area 3),1.1086718695929922,91801,CA,Alhambra,6037,34.0863,-118.135
MANKATO WEST SENIOR HIGH,Lehillier/Mankato Site,1.1086820154910244,56001,MN,MANKATO,27013,44.159231,-94.017529
Milford Early Education Experiences,Savage Municipal Water Supply,1.1087805353162388,3055,NH,Milford,33011,42.826326,-71.693825
Heron Pond Elementary School,Savage Municipal Water Supply,1.1087805353162388,3055,NH,Milford,33011,42.826326,-71.693825
Mary D Altavesta,Industri-Plex,1.1089310219082644,1801,MA,Woburn,25017,42.513302,-71.163032
POTOSI HIGH,Washington County Lead District - Potosi,1.1090266019280066,63664,MO,POTOSI,29221,37.935495,-90.792102
Prodeo Columbia Heights Primary,FMC Corp. (Fridley Plant),1.1091195376131477,55421,MN,COLUMBIA HEIGHTS,27003,45.043956,-93.262059
Prodeo Columbia Heights Middle,FMC Corp. (Fridley Plant),1.1091195376131477,55421,MN,COLUMBIA HEIGHTS,27003,45.043956,-93.262059
Prodeo Columbia Heights Elementary,FMC Corp. (Fridley Plant),1.1091195376131477,55421,MN,COLUMBIA HEIGHTS,27003,45.043956,-93.262059
Ocean Academy,Williams Property,1.1095009188746485,8210,NJ,CAPE MAY COURT HOUSE,34009,39.1014,-74.7991
Cape May County High School,Williams Property,1.1095009188746485,8210,NJ,CAPE MAY COURT HOUSE,34009,39.1014,-74.7991
Oak Ridge El Sch,Salford Quarry,1.1096163977170643,19438,PA,Harleysville,42091,40.2674,-75.3874
Kennydale Elementary School,Quendall Terminals,1.1101358357326108,98056,WA,Renton,53033,47.5173,-122.1969
VALLEY VIEW ELEMENTARY,Naval Industrial Reserve Ordnance Plant,1.1101957711394663,55421,MN,COLUMBIA HEIGHTS,27003,45.056324,-93.251238
Eastern Regional High School,United States Avenue Burn,1.110975030747848,8043,NJ,VOORHEES,34007,39.8499,-74.9674
Barnwell High,Shuron Inc.,1.1112940840340582,29812,SC,Barnwell,45011,33.228499,-81.359182
ALIEF EARLY COLLEGE H S,Crystal Chemical Co.,1.1116353239706263,77082,TX,HOUSTON,48201,29.734327,-95.574117
THERON JONES EARLY LITERACY CENTER,"Koppers Co., Inc. (Texarkana Plant)",1.111895827319984,75501,TX,TEXARKANA,48037,33.4313,-94.0729
ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL,Gowanus Canal,1.1122934976374064,11238,NY,BROOKLYN,36047,40.682476,-73.966006
SOMERSET ACADEMY DAVIE CHARTER SCHOOL,Florida Petroleum Reprocessors,1.1128806886842348,33314,FL,DAVIE,12011,26.075167,-80.231695
PS 199 MAURICE A FITZGERALD,Meeker Avenue Plume,1.113084575852722,11104,NY,LONG ISLAND CITY,36081,40.7397,-73.9263
Great Hearts Online - Arizona,"Motorola, Inc. (52nd Street Plant)",1.1138574775979277,85034,AZ,PHOENIX,4013,33.446648,-111.977644
GREAT HEARTS JACKSONVILLE,"Motorola, Inc. (52nd Street Plant)",1.1138574775979277,85034,AZ,PHOENIX,4013,33.446648,-111.977644
GREAT HEARTS JACKSONVILLE,"Motorola, Inc. (52nd Street Plant)",1.1138574775979277,85034,AZ,PHOENIX,4013,33.446648,-111.977644
Dover Avenue Elementary School,Reilly Tar & Chemical Corp. (Dover Plant),1.1142564394288192,44622,OH,Dover,39157,40.5327,-81.4857
Arlington Elementary,Arlington Blending & Packaging,1.1144602565825856,38002,TN,Arlington,47157,35.28583,-89.667875
SAG HARBOR ELEMENTARY SCHOOL,Rowe Industries Ground Water Contamination,1.1145352967244129,11963,NY,SAG HARBOR,36103,40.996496,-72.288896
J. Garfield Jackson Sr. Academy,U.S. Radium Corp.,1.1146522537319414,7017,NJ,EAST ORANGE,34013,40.7694,-74.2144
Washington Middle School,Diamond Head Oil Refinery Div.,1.1148834625390844,7029,NJ,HARRISON,34017,40.747424,-74.153618
Grandview Elem,Pester Refinery Co.,1.11495755856013,67042,KS,El Dorado,20015,37.850924,-96.838964
Lets Talk About It Girls Home,"Allied Paper, Inc./Portage Creek/Kalamazoo River",1.115058231548991,49007,MI,KALAMAZOO,26077,42.299815,-85.597458
Lets Talk About It Home for Young Men,"Allied Paper, Inc./Portage Creek/Kalamazoo River",1.115058231548991,49007,MI,KALAMAZOO,26077,42.299815,-85.597458
FOREST ROAD SCHOOL,Peninsula Boulevard Ground Water Plume,1.1150974979102886,11581,NY,VALLEY STREAM,36059,40.657104,-73.716075
Lincoln Elem School,Ottawa Radiation Areas,1.115169316124702,61350,IL,Ottawa,17099,41.34593,-88.856294
BETHPAGE SENIOR HIGH SCHOOL,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,1.1152345523752794,11714,NY,BETHPAGE,36059,40.755006,-73.482995
REGINO VEGA MARTINEZ,Cidra Ground Water Contamination,1.1154784698209712,739,PR,CIDRA,72041,18.16651,-66.147999
West Sound Technical Skills Center,Puget Sound Naval Shipyard Complex,1.1155954972244286,98312,WA,Bremerton,53035,47.564941,-122.669376
Minnequa Elementary School,Colorado Smelter,1.1156379516902233,81004,CO,PUEBLO,8101,38.2361,-104.6201
Crownhill Elementary School,Bremerton Gasworks,1.1159975772561017,98312,WA,Bremerton,53035,47.574918,-122.665253
Bremerton Homelink Program,Bremerton Gasworks,1.1159975772561017,98312,WA,Bremerton,53035,47.574918,-122.665253
NORTH SHORE MIDDLE SCHOOL,Applied Environmental Services,1.1161378410267304,11545,NY,GLEN HEAD,36059,40.8361,-73.6342
Magnolia Park,San Fernando Valley (Area 1),1.1162883042556184,91506,CA,Burbank,6037,34.186637,-118.332195
Monterey High (Continuation),San Fernando Valley (Area 1),1.1162883042556184,91506,CA,Burbank,6037,34.186637,-118.332195
Rena B. Wright Primary,Norfolk Naval Shipyard,1.116600422770343,23324,VA,Chesapeake,51550,36.8114,-76.2794
Glassell Park ES Sci Tech Engr Arts and Math Magnet,San Fernando Valley (Area 4),1.1166204086620326,90065,CA,Los Angeles,6037,34.104499,-118.236594
Whitehall Middle School,Muskegon Chemical Co.,1.1166861994285624,49461,MI,WHITEHALL,26121,43.4047,-86.3395
Des Moines Elementary,Midway Landfill,1.1172348426767038,98198,WA,Des Moines,53033,47.388328,-122.313634
Woodland El Sch,Commodore Semiconductor Group,1.1178354288322074,19403,PA,Norristown,42091,40.1362,-75.4054
Oldmans Township School,NL Industries,1.1179215975766892,8067,NJ,PEDRICKTOWN,34033,39.7547,-75.404
Malcolm X Academy,Hunters Point Naval Shipyard,1.1181369994495611,94124,CA,San Francisco,6075,37.734463,-122.38076
Brown,"Natick Laboratory Army Research, Development, and Engineering Center",1.118163236967778,1760,MA,Natick,25017,42.292453,-71.385031
Urbin T. Kelley School,Solvents Recovery Service of New England,1.1184174882781548,6489,CT,Southington,9110,41.6087,-72.894
Sparta Middle School,Sparta Landfill,1.118710417698977,49345,MI,SPARTA,26081,43.150599,-85.704046
Brighton Elementary,"Atlantic Wood Industries, Inc.",1.1187831978587008,23704,VA,Portsmouth,51740,36.8196,-76.3108
Columbia Elementary School,Oeser Co,1.1187887135186152,98225,WA,Bellingham,53073,48.7635,-122.4924
Wentworth Jr High School,Estech General Chemical Company,1.1191016764956643,60409,IL,Calumet City,17031,41.619861,-87.545444
Henry P. Becton Regional High School,Scientific Chemical Processing,1.1193047977121862,7073,NJ,EAST RUTHERFORD,34003,40.832209,-74.093259
Monument Elementary School,"Jard Company, Inc.",1.1193290228875779,5201,VT,Bennington,50003,42.884971,-73.210634
SECONDARY STUDENT SUCCESS CENTER-804,Continental Cleaners,1.119636871545686,33147,FL,MIAMI,12086,25.839589,-80.225874
D.A. DORSEY TECHNICAL COLLEGE,Continental Cleaners,1.119636871545686,33147,FL,MIAMI,12086,25.839589,-80.225874
Ottawa Elementary School,Petoskey Municipal Well Field,1.1199964803988625,49770,MI,PETOSKEY,26047,45.3681,-84.9439
Santa Teresa Elementary,Fairchild Semiconductor Corp. (South San Jose Plant),1.1200778791536263,95119,CA,San Jose,6085,37.2349,-121.7951
William McKinley Elementary School,"U.S. Smelter and Lead Refinery, Inc.",1.1202794183732496,46312,IN,East Chicago,18089,41.626,-87.4819
Wissahickon MS,BoRit Asbestos,1.1203855347951326,19002,PA,Ambler,42091,40.1695,-75.2267
Fairwood Elementary,"Advanced Micro Devices, Inc. (Building 915)",1.1204213396252467,94089,CA,Sunnyvale,6085,37.3964,-121.9901
The Dalles High School,Union Pacific Railroad Co. Tie-Treating Plant,1.1208623851713704,97058,OR,The Dalles,41065,45.5964,-121.188
Vargas Elementary,Intel Corp. (Mountain View Plant),1.1212503410752694,94086,CA,Sunnyvale,6085,37.3813,-122.0488
Exton El Sch,A.I.W. Frank/Mid-County Mustang,1.12163785294412,19341,PA,Exton,42029,40.0234,-75.6214
SALTZMAN EAST MEMORIAL ELEMENTARY SCHOOL,Liberty Industrial Finishing,1.1219642096825384,11735,NY,FARMINGDALE,36103,40.7176,-73.4307
Clinton Elem School,"Tri-County Landfill Co./Waste Management of Illinois, Inc.",1.1220137962397527,60177,IL,South Elgin,17089,41.995831,-88.284865
Edith M Smith Middle School,Yeoman Creek Landfill,1.1220418289857088,60085,IL,Waukegan,17097,42.372837,-87.851043
SUSAN LINDGREN ELEMENTARY,Highway 100 and County Road 3 Groundwater Plume,1.1220751922933674,55416,MN,SAINT LOUIS PARK,27053,44.928699,-93.3407
Mission Early College High,"Synertek, Inc. (Building 1)",1.1222792294826767,95054,CA,Santa Clara,6085,37.391286,-121.982133
HICKSVILLE HIGH SCHOOL,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,1.1223502463077528,11801,NY,HICKSVILLE,36059,40.7585,-73.5257
Jefferson Marine Science Elementary School,Kellogg-Deering Well Field,1.1224667582353252,6850,CT,Norwalk,9190,41.116555,-73.421159
Whittier School,Idaho Pole Co.,1.1230051898511209,59715,MT,Bozeman,30031,45.684976,-111.04439
Charles C Cashman Elementary,"Microfab, Inc. (Former)",1.1237910379864122,1913,MA,Amesbury,25009,42.856648,-70.949298
Special Education Services/relife,Lakewood,1.124268525206786,98439,WA,Lakewood,53053,47.159128,-122.519527
Bridges Academy,Lorentz Barrel & Drum Co.,1.1246582107327563,95122,CA,San Jose,6085,37.3259,-121.846
GAINESVILLE HIGH SCHOOL,Cabot/Koppers,1.1248485245458348,32609,FL,GAINESVILLE,12001,29.669389,-82.340629
Lakota Ridge Junior School,Skinner Landfill,1.124888041541591,45069,OH,West Chester,39017,39.3432,-84.4165
Mary D Altavesta,Olin Chemical,1.1249464966072766,1801,MA,Woburn,25017,42.513302,-71.163032
Dr. Martin Luther King Jr. Early Childhood Center No 52,Chemical Control,1.125087143651644,7206,NJ,ELIZABETH,34039,40.6549,-74.1786
WELLSVILLE ELEMENTARY SCHOOL,Sinclair Refinery,1.1251757293229472,14895,NY,WELLSVILLE,36003,42.1208,-77.9268
Lindenwold High School,United States Avenue Burn,1.1255698588420464,8021,NJ,Lindenwold,34007,39.8206,-74.9755
CARL ALBERT HS,Eagle Industries,1.1266421217476408,73130,OK,Oklahoma City,40109,35.4447,-97.3542
Lakewood Elementary,"Advanced Micro Devices, Inc.",1.1268896444857464,94089,CA,Sunnyvale,6085,37.3981,-122.0031
ROMULUS CENTRAL SCHOOL,Seneca Army Depot,1.1274325312090823,14541,NY,ROMULUS,36099,42.748194,-76.832294
WHITNEY M YOUNG JR EL,"Lane Plating Works, Inc.",1.1274423781636176,75216,TX,DALLAS,48113,32.696308,-96.786135
PATHWAYS BEYOND/EARLY STEPS TO SUCCESS BUILDING,10th Street Site,1.1282818280733438,68602,NE,COLUMBUS,31141,41.442533,-97.358386
Century High,San Gabriel Valley (Area 3),1.1284425442665291,91801,CA,Alhambra,6037,34.090661,-118.141227
Independence High (Alternative),San Gabriel Valley (Area 3),1.1284425442665291,91801,CA,Alhambra,6037,34.090661,-118.141227
MORTON EARLY LEARNING CENTER,Hastings Ground Water Contamination,1.1285423886411443,68901,NE,HASTINGS,31001,40.591202,-98.40225
Rowland Avenue Elementary,San Gabriel Valley (Area 2),1.1286135251213438,91790,CA,West Covina,6037,34.079918,-117.917826
Lodi High School,Maywood Chemical Co.,1.1286470976002851,7644,NJ,LODI,34003,40.8872,-74.0872
SANFORD MIDDLE SCHOOL,Sanford Dry Cleaners,1.1288770576377436,32771,FL,SANFORD,12117,28.7969,-81.2747
Cesar E Chavez Elementary,Butterworth #2 Landfill,1.128893370891026,49503,MI,GRAND RAPIDS,26081,42.941446,-85.683511
Kathryn P. Stoklosa Middle School,Silresim Chemical Corp.,1.129143086100223,1854,MA,Lowell,25017,42.64297,-71.325032
Rena B. Wright Primary,"Atlantic Wood Industries, Inc.",1.1291969620032545,23324,VA,Chesapeake,51550,36.8114,-76.2794
St. Helena Elementary,Abex Corp.,1.1294672062438038,23523,VA,Norfolk,51710,36.8309,-76.2847
FARMINGDALE SENIOR HIGH SCHOOL,Preferred Plating Corp.,1.1295594336202044,11735,NY,FARMINGDALE,36059,40.7081,-73.4444
Bryson Elementary,Beaunit Corp. (Circular Knit & Dye),1.1306805652519825,29681,SC,Simpsonville,45045,34.714012,-82.220048
Adrian Wilcox High,"Synertek, Inc. (Building 1)",1.1308312695264242,95051,CA,Santa Clara,6085,37.366,-121.9868
La Grange Elementary,Tomah Municipal Sanitary Landfill,1.131126964302831,54660,WI,Tomah,55081,44.009079,-90.512035
RIPLEY HOUSE MIDDLE CAMPUS,"Many Diversified Interests, Inc.",1.1314953259063911,77011,TX,HOUSTON,48201,29.751544,-95.328853
RIPLEY HOUSE CHARTER SCHOOL,"Many Diversified Interests, Inc.",1.1314953259063911,77011,TX,HOUSTON,48201,29.751544,-95.328853
South Gate Middle,Jervis B. Webb Co.,1.1315581751719217,90280,CA,South Gate,6037,33.952501,-118.197687
Western School,"Laurel Park, Inc.",1.1316101329768633,6770,CT,Naugatuck,9140,41.493138,-73.069594
Pomeroy Elementary,Intersil Inc./Siemens Components,1.1318281669675312,95051,CA,Santa Clara,6085,37.3481,-121.9875
Washington Elementary,Janesville Old Landfill,1.132452520699602,53548,WI,Janesville,55105,42.692,-89.0404
JEFFERSON ELEM.,Missouri Electric Works,1.1324637106887698,63703,MO,CAPE GIRARDEAU,29031,37.298159,-89.540922
PENSACOLA HIGH SCHOOL,Agrico Chemical Co.,1.132903988064069,32501,FL,PENSACOLA,12033,30.434801,-87.224794
Fridley Online Academy,Kurt Manufacturing Co.,1.1330273937551245,55432,MN,FRIDLEY,27003,45.076325,-93.252443
TRANSITIONS SCHOOL,Kurt Manufacturing Co.,1.1330273937551245,55432,MN,FRIDLEY,27003,45.076325,-93.252443
FRIDLEY SENIOR HIGH,Kurt Manufacturing Co.,1.1330273937551245,55432,MN,FRIDLEY,27003,45.076325,-93.252443
PATTERSON EL,Conroe Creosoting Company,1.1332877013640992,77301,TX,CONROE,48339,30.327824,-95.419598
PREMIER H S - HOUSTON - HOBBY,Geneva Industries/Fuhrmann Energy,1.1333418248510254,77034,TX,HOUSTON,48201,29.643804,-95.246707
Cabarrus Co Opportunity School,Bypass 601 Ground Water Contamination,1.1334043009713142,28025,NC,Concord,37025,35.4122,-80.5893
Los Padrinos Juvenile Hall,Cooper Drum Company,1.133574650708275,90242,CA,Downey,6037,33.937627,-118.163393
PS 9 SARAH SMITH GARNET SCHOOL (THE),Gowanus Canal,1.1337465703431489,11238,NY,BROOKLYN,36047,40.6784,-73.966
Central Columbia El Sch,Safety Light Corporation,1.1342458320669409,17815,PA,Bloomsburg,42037,41.025386,-76.359221
Nicholas S. Lacorte-Peterstown School No. 3,Chemical Control,1.1346830382991242,7202,NJ,ELIZABETH,34039,40.6574,-74.2042
Highview Middle School,MacGillis & Gibbs/Bell Lumber & Pole Co.,1.1348768724351797,55112,MN,NEW BRIGHTON,27123,45.062199,-93.215594
CROOKED LAKE ELEMENTARY,South Andover Site,1.1352902177551139,55304,MN,ANDOVER,27003,45.220571,-93.340969
John Muir Elementary,Modesto Ground Water Contamination,1.1357771781871555,95350,CA,Modesto,6099,37.6532,-120.9769
Anne M Jeans Elem School,"Lenz Oil Service, Inc.",1.1360334324591106,60527,IL,Willowbrook,17043,41.7223,-87.9492
LIBERTY-EYLAU EARLY CHILDHOOD CENTER,"Koppers Co., Inc. (Texarkana Plant)",1.1362417330012793,75501,TX,TEXARKANA,48037,33.405797,-94.079801
Weisenborn Junior High,Powell Road Landfill,1.1363149542224111,45424,OH,Huber Heights,39113,39.842653,-84.142302
WILSON & YOUNG MEDAL OF HONOR MIDDLE,Northwest Odessa Groundwater,1.136436290755374,79762,TX,ODESSA,48135,31.882124,-102.376052
Martin Luther King Jr. School,PJP Landfill,1.1369571792002815,7306,NJ,JERSEY CITY,34017,40.7292,-74.065
Brunswick High School,LCP Chemicals Georgia,1.1373984215014852,31520,GA,Brunswick,13127,31.186827,-81.489309
Wall School,Sturgis Municipal Wells,1.1379698679675507,49091,MI,STURGIS,26149,41.811,-85.4108
Barnwell Primary,Shuron Inc.,1.1388763226374963,29812,SC,Barnwell,45011,33.239307,-81.356235
VALLEY VIEW ELEMENTARY,Griggs & Walnut Ground Water Plume,1.1388769753135513,88001,NM,LAS CRUCES,35013,32.300251,-106.767147
Elizabeth Learning Center,Cooper Drum Company,1.138960434961677,90201,CA,Cudahy,6037,33.963135,-118.183092
Hardyston Township Elementary School,Metaltec/Aerosystems,1.1395834967442697,7416,NJ,FRANKLIN,34037,41.1044,-74.5789
COLUMBUS MIDDLE SCHOOL,10th Street Site,1.1399816104609253,68602,NE,COLUMBUS,31141,41.441981,-97.354719
Grandville East Elementary School,Spartan Chemical Co.,1.1399872400379394,49418,MI,GRANDVILLE,26081,42.9106,-85.7492
Tomah Middle,Tomah Municipal Sanitary Landfill,1.1400264534486313,54660,WI,Tomah,55081,43.9812,-90.5083
Parchment Innovation Center,"Allied Paper, Inc./Portage Creek/Kalamazoo River",1.1404503375286563,49004,MI,KALAMAZOO,26077,42.3181,-85.5663
Seventy-First High,Cape Fear Wood Preserving,1.1404695141350005,28304,NC,Fayetteville,37051,35.039,-79.0052
CROSBY H S,"French, Ltd.",1.140778282998869,77532,TX,CROSBY,48201,29.895603,-95.069058
CROSBY CROSSROADS ACADEMY,"French, Ltd.",1.140778282998869,77532,TX,CROSBY,48201,29.895603,-95.069058
Excel Academy,Washington Navy Yard,1.140788253743745,20020,DC,Washington,11001,38.85977,-76.995361
West Seattle High School,Lockheed West Seattle,1.140981469256751,98116,WA,SEATTLE,53033,47.5769,-122.3845
LINCOLN EDUCATION CENTER,Burlington Northern (Brainerd/Baxter Plant),1.1412963897850041,56401,MN,BRAINERD,27035,46.349599,-94.204966
Carlson Elementary School,"Central City, Clear Creek",1.1416096645026428,80452,CO,IDAHO SPRINGS,8019,39.7423,-105.5191
ACCELERE PROGRAM,Omaha Lead,1.1417304105892359,68131,NE,OMAHA,31055,41.272935,-95.950707
GATEWAY TO COLLEGE PROGRAM,Omaha Lead,1.1417304105892359,68131,NE,OMAHA,31055,41.272935,-95.950707
BLACKBURN ALTERNATIVE PROGRAM,Omaha Lead,1.1417304105892359,68131,NE,OMAHA,31055,41.272935,-95.950707
Centre City Elementary School,Helen Kramer Landfill,1.1426552646792973,8051,NJ,MANTUA,34015,39.7725,-75.1811
Estrella High School,Phoenix-Goodyear Airport Area,1.1433402742316077,85323,AZ,AVONDALE,4013,33.440353,-112.350082
Standiford Elementary,Modesto Ground Water Contamination,1.1441511896246708,95350,CA,Modesto,6099,37.6733,-120.9858
Wilcox Elementary,"Operating Industries, Inc., Landfill",1.1444220164139498,90640,CA,Montebello,6037,34.0256,-118.1233
Sanborn Regional Middle School,Ottati & Goss/Kingston Steel Drum,1.1457180071400361,3848,NH,Kingston,33015,42.912642,-71.072481
Sanborn Regional High School,Ottati & Goss/Kingston Steel Drum,1.1457180071400361,3848,NH,Kingston,33015,42.912642,-71.072481
Ottawa Elementary School,Electrovoice,1.1460310022188591,49107,MI,BUCHANAN,26021,41.8288,-86.3739
UNM MIMBRES SCHOOL,Fruit Avenue Plume,1.146287600393316,87106,NM,ALBUQUERQUE,35001,35.092354,-106.621563
Thomas Jefferson Middle School,Peoples Natural Gas Co.,1.1465521885239476,52001,IA,Dubuque,19061,42.521313,-90.664265
Benjamin Franklin Elementary School,Kin-Buc Landfill,1.146746265455999,8817,NJ,EDISON,34023,40.5055,-74.3806
Washington G High School,Acme Steel Coke Plant,1.1468590116491135,60617,IL,Chicago,17031,41.6875,-87.5391
Liberty-Valley El Sch,MW Manufacturing,1.1469499541918349,17821,PA,Danville,42093,40.985024,-76.662754
St Louis High School,Gratiot County Landfill,1.1472016996939358,48880,MI,SAINT LOUIS,26057,43.4098,-84.6055
LOPEZ EXCEPTIONAL CENTER,Taylor Road Landfill,1.1472788522707071,33584,FL,SEFFNER,12057,27.996686,-82.281332
CAREER PATHWAYS INSTITUTE,Cleburn Street Well,1.1480232383749216,68801,NE,GRAND ISLAND,31079,40.908682,-98.346204
Hastings Middle,New Bedford Site,1.1486408859668409,2719,MA,Fairhaven,25005,41.646915,-70.898112
Nichols School,"Raymark Industries, Inc.",1.1486582786528956,6614,CT,Stratford,9120,41.202738,-73.139352
PS 147 ISSAC REMSEN,Meeker Avenue Plume,1.1489614456407917,11206,NY,BROOKLYN,36047,40.70905,-73.93888
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,Meeker Avenue Plume,1.1489614456407917,11206,NY,BROOKLYN,36047,40.70905,-73.93888
Edgewood High,San Gabriel Valley (Area 2),1.1490441315082336,91790,CA,West Covina,6037,34.062037,-117.950524
CENTER FOR ALTERNATIVE EDUCATION,Picayune Wood Treating,1.1493061487837692,39466,MS,Picayune,28109,30.525703,-89.670464
Oak Harbor Virtual Academy,"Naval Air Station, Whidbey Island (Ault Field)",1.1493935720651585,98277,WA,Oak Harbor,53029,48.328845,-122.67365
Edgewood Middle,San Gabriel Valley (Area 2),1.1498688843042444,91790,CA,West Covina,6037,34.062,-117.9505
Wahlstrom Early Childhood Academy,U.S. Radium Corp.,1.1499491055615771,7017,NJ,EAST ORANGE,34013,40.776403,-74.207532
BRENTWOOD ELEMENTARY SCHOOL,Agrico Chemical Co.,1.1500369644000539,32505,FL,PENSACOLA,12033,30.462613,-87.239668
SUNRISE DRIVE ELEMENTARY SCHOOL,"Goldisc Recordings, Inc.",1.150389301247735,11782,NY,SAYVILLE,36103,40.7594,-73.0737
Horace Mann Elementary School,Quanta Resources,1.1505226806776268,7047,NJ,NORTH BERGEN,34017,40.8065,-74.0111
Bridgeport El Sch,Tysons Dump,1.1506297590245382,19405,PA,Bridgeport,42091,40.1,-75.3469
ALBUQUERQUE INSTITUTE OF MATH & SCIENCE,Fruit Avenue Plume,1.1510933023024945,87106,NM,ALBUQUERQUE,35001,35.071,-106.63323
Washington Irving School #4,Garfield Ground Water Contamination,1.1515093602212483,7026,NJ,GARFIELD,34003,40.8842,-74.1212
PS 11 PURVIS J BEHAN,Gowanus Canal,1.1516130658807977,11238,NY,BROOKLYN,36047,40.6854,-73.9658
Lowell Middlesex Academy Charter School,Silresim Chemical Corp.,1.1522235530831912,1852,MA,Lowell,25017,42.645201,-71.309739
LORING ELEMENTARY,Joslyn Manufacturing & Supply Co.,1.1522852443857172,55412,MN,MINNEAPOLIS,27053,45.036023,-93.313485
NEW AMERICA SCHOOL - LAS CRUCES,Griggs & Walnut Ground Water Plume,1.1523233787988791,88001,NM,LAS CRUCES,35013,32.308752,-106.778065
Classical Charter Schools of Leland,Potter's Septic Tank Service Pits,1.1529386261349062,28451,NC,Leland,37019,34.283035,-78.137581
Mt. Anthony Union Middle School,"Jard Company, Inc.",1.1530697093070057,5201,VT,Bennington,50003,42.90544,-73.187741
Walsh School,Scovill Industrial Landfill,1.1530791654426777,6704,CT,Waterbury,9140,41.558114,-73.030472
Eastern HS,Washington Navy Yard,1.1532727110584224,20003,DC,Washington,11001,38.890396,-76.979549
Vargas Elementary,Raytheon Corp.,1.154427413041367,94086,CA,Sunnyvale,6085,37.3813,-122.0488
MPS Metro DT,South Minneapolis Residential Soil Contamination,1.1545061532917231,55407,MN,MINNEAPOLIS,27053,44.942078,-93.260772
Fountain Inn High,Beaunit Corp. (Circular Knit & Dye),1.1546860498378513,29644,SC,Fountain Inn,45045,34.704922,-82.197486
MIAMI SPRINGS MIDDLE SCHOOL,Airco Plating Co.,1.1547145655641942,33166,FL,MIAMI SPRINGS,12086,25.815636,-80.274249
HORSEHEADS SENIOR HIGH SCHOOL,Kentucky Avenue Well Field,1.1550302702188626,14845,NY,HORSEHEADS,36015,42.1621,-76.8237
Walnut Grove Intermediate,San Gabriel Valley (Area 2),1.1551041146939411,91790,CA,West Covina,6037,34.0572,-117.9328
IMATER PREPARATORY ACADEMY HIGH SCHOOL,Miami Drum Services,1.1551174095621968,33010,FL,HIALEAH,12086,25.840345,-80.29501
IMATER ACADEMY MIDDLE SCHOOL,Miami Drum Services,1.1551174095621968,33010,FL,HIALEAH,12086,25.840345,-80.29501
Bonne Ecole Elementary School,Bayou Bonfouca,1.155304462810409,70458,LA,Slidell,22103,30.28959,-89.76678
Benjamin Franklin Elementary School,Puchack Well Field,1.1560932218308215,8109,NJ,PENNSAUKEN,34007,39.9624,-75.0407
Warren Hills Regional Middle School,Pohatcong Valley Ground Water Contamination,1.156293394393813,7882,NJ,WASHINGTON,34041,40.763443,-74.986938
Montessori Regional CS,Mill Creek Dump,1.1564237224355784,16505,PA,Erie,42049,42.105442,-80.137246
