NAME,Site_Name,distance_to_site_miles,ZIP,STATE,CITY,CNTY,LAT,LON
TISD CHILD & ADOLESCENT SCHOOL,Van der Horst USA Corporation,0.7912732824748736,75160,TX,TERRELL,48257,32.740717,-96.262696
West Broad Street El Sch,North Penn - Area 1,0.7924845661906533,18964,PA,Souderton,42091,40.2998,-75.3291
COLBERT ELEMENTARY SCHOOL,Petroleum Products Corp.,0.7935967599937083,33020,FL,HOLLYWOOD,12011,26.000979,-80.160831
Northern Middle,Central Chemical (Hagerstown),0.793742663913539,21742,MD,Hagerstown,24043,39.6653,-77.7138
J. T. Reddick Elementary School,Marzone Inc./Chevron Chemical Co.,0.7938672825832043,31794,GA,Tifton,13277,31.4376,-83.5105
Weed Elementary,J.H. Baxter & Co.,0.7942786769954079,96094,CA,Weed,6093,41.427582,-122.380494
Saco Middle School,Saco Municipal Landfill,0.7946639739136911,4072,ME,Saco,23031,43.52554,-70.466981
Yerba Buena High,Lorentz Barrel & Drum Co.,0.7947647472430789,95122,CA,San Jose,6085,37.3208,-121.8501
Art Haycox Elementary,Halaco Engineering Company,0.7957743857142631,93033,CA,Oxnard,6111,34.1503,-119.1832
Fairhaven High,Atlas Tack Corp.,0.7959267193410533,2719,MA,Fairhaven,25005,41.643579,-70.905505
EARLY CHILDHOOD CENTER AT EDUCARE - KELLOM,Omaha Lead,0.7965205196587001,68102,NE,OMAHA,31055,41.271328,-95.944383
William F. Halloran School No.22,Chemical Control,0.7965488453340603,7202,NJ,ELIZABETH,34039,40.645739,-74.208405
Hawthorne School,Wasatch Chemical Co. (Lot 6),0.7966907210998874,84105,UT,SALT LAKE CITY,49035,40.733986,-111.873109
Burbank Unified Independent Learning Academy (BUILA),San Fernando Valley (Area 1),0.7971907173159477,91505,CA,Burbank,6037,34.178524,-118.3512
Watchung Elementary School,Middlesex Sampling Plant (USDOE),0.7976768060753977,8846,NJ,MIDDLESEX,34023,40.574159,-74.50734
FRANCIS HOWELL HIGH,Weldon Spring Former Army Ordnance Works,0.7981240763240035,63304,MO,ST CHARLES,29183,38.702211,-90.71632
Washington,Silresim Chemical Corp.,0.79891466805142,1851,MA,Lowell,25017,42.62412,-71.32824
Hazelwood Elementary School,Quendall Terminals,0.7989675983031069,98056,WA,Newcastle,53033,47.537923,-122.184408
Parkview  School,Fried Industries,0.7990007728974627,8850,NJ,MILLTOWN,34023,40.4506,-74.4305
School of Leaders for PS Secondary,Koppers Coke,0.799008671922219,55102,MN,SAINT PAUL,27123,44.960966,-93.156486
Irrawaddy Academy Elementary,Koppers Coke,0.799008671922219,55104,MN,SAINT PAUL,27123,44.960966,-93.156486
Iola Sr High,Former United Zinc & Associated Smelters,0.799284627175404,66749,KS,Iola,20001,37.923901,-95.400525
Iola High School Virtual,Former United Zinc & Associated Smelters,0.799284627175404,66749,KS,Iola,20001,37.923901,-95.400525
Special Services,Puget Sound Naval Shipyard Complex,0.7992936965007171,98312,WA,Bremerton,53035,47.565085,-122.661846
Child Family Center,Nascolite Corp.,0.799309344083508,8332,NJ,MILLVILLE,34011,39.414486,-75.021638
Washington School,Utah Power & Light/American Barrel Co.,0.79952241873936,84103,UT,SALT LAKE CITY,49035,40.779341,-111.895847
Katharine D Malone Elementary School,"Radiation Technology, Inc.",0.7998711960227904,7866,NJ,ROCKAWAY,34027,40.9633,-74.4939
Frank Brouillet Elem,Hidden Valley Landfill (Thun Field),0.7999517352791823,98375,WA,Puyallup,53053,47.0996,-122.3033
Hillcrest High,"Para-Chem Southern, Inc.",0.8004116393937458,29681,SC,Simpsonville,45045,34.713379,-82.247178
Garfield Public Preschool 3 at Headstart,Garfield Ground Water Contamination,0.8006702556757191,7026,NJ,Garfield,34003,40.882747,-74.101449
Orangedale Early Learning Center,"Motorola, Inc. (52nd Street Plant)",0.8006959261759065,85008,AZ,PHOENIX,4013,33.4731,-111.9727
ABQ SIGN LANGUAGE ACADEMY,Fruit Avenue Plume,0.8008709718429132,87102,NM,ALBUQUERQUE,35001,35.0911,-106.65365
COHEN MIDDLE SCHOOL,"Facet Enterprises, Inc.",0.801151757188816,14903,NY,ELMIRA HEIGHTS,36015,42.1211,-76.8315
Audubon Elementary School,Peoples Natural Gas Co.,0.8015674141622324,52001,IA,Dubuque,19061,42.515636,-90.66586
Shuksan Middle School,Oeser Co,0.8018212590039631,98225,WA,Bellingham,53073,48.778443,-122.501976
Harmon Elementary School,Ten-Mile Drain,0.8024137512036115,48080,MI,SAINT CLAIR SHORES,26099,42.4779,-82.909
Lincoln Middle School,Riverside Industrial Park,0.8027035906074854,7032,NJ,KEARNY,34017,40.7697,-74.1446
Martin Luther King Jr Elementary,FMC Corp. (Yakima),0.8032519954370759,98903,WA,Yakima,53077,46.5728,-120.479
Rocketship Alma Academy,Lorentz Barrel & Drum Co.,0.8033346662199781,95110,CA,San Jose,6085,37.313475,-121.877587
Collierville Virtual Academy,"Walker Machine Products, Inc.",0.8033868733274278,38017,TN,Collierville,47157,35.04478,-89.667205
Grant Elementary,Wausau Ground Water Contamination,0.8039909455267352,54401,WI,Wausau,55073,44.969297,-89.641115
BEL AIRE ELEMENTARY SCHOOL,"Chemfax, Inc.",0.8045003735394849,39503,MS,Gulfport,28047,30.440442,-89.087384
Lincoln School,Jacobsville Neighborhood Soil Contamination,0.8045873323074803,47713,IN,Evansville,18163,37.9696,-87.5559
PS 94 DAVID D PORTER,Stanton Cleaners Area Ground Water Contamination,0.8054579502515343,11363,NY,LITTLE NECK,36081,40.7713,-73.7387
COLLEGE PARK MIDDLE,Chevron Chemical Co. (Ortho Division),0.8056580957860419,32804,FL,ORLANDO,12095,28.584143,-81.397066
Lehua Elementary School,Pearl Harbor Naval Complex,0.8064329720676169,96782,HI,Pearl City,15003,21.388977,-157.971126
Aspire Firestone Academy Charter,Southern Avenue Industrial Area,0.8070154452472755,90280,CA,South Gate,6037,33.951793,-118.189315
Aspire Gateway Academy Charter,Southern Avenue Industrial Area,0.8070154452472755,90280,CA,South Gate,6037,33.951793,-118.189315
BEL AIR ELEMENTARY,MacGillis & Gibbs/Bell Lumber & Pole Co.,0.8070708200904206,55112,MN,NEW BRIGHTON,27123,45.057878,-93.21073
Rousseau McClellan School 91,Keystone Corridor Ground Water Contamination,0.8073470968930253,46205,IN,Indianapolis,18097,39.845785,-86.126255
KIPP CLIMB ACADEMY,Geneva Industries/Fuhrmann Energy,0.807685596186,77017,TX,HOUSTON,48201,29.66808,-95.259731
KIPP PRIME COLLEGE PREPARATORY,Geneva Industries/Fuhrmann Energy,0.807685596186,77017,TX,HOUSTON,48201,29.66808,-95.259731
Washington Elementary,Fairfield Coal Gasification Plant,0.8077139265601303,52556,IA,Fairfield,19101,41.002299,-91.957727
Edmunds Elementary School,Pine Street Canal,0.80773244381474,5401,VT,Burlington,50007,44.475481,-73.207325
Elkhart High School,Himco Dump,0.8080211497519422,46514,IN,Elkhart,18039,41.6965,-86.014211
COHEN ELEMENTARY SCHOOL,"Facet Enterprises, Inc.",0.8080252299852297,14903,NY,ELMIRA HEIGHTS,36015,42.121,-76.8315
Edison Middle School,Orange Valley Regional Ground Water Contamination,0.808153091307433,7052,NJ,W ORANGE,34013,40.7907,-74.2311
Theuerkauf Elementary,"CTS Printex, Inc.",0.8084413979126461,94043,CA,Mountain View,6085,37.405141,-122.084133
Monta Loma Elementary,"CTS Printex, Inc.",0.8094696939119111,94043,CA,Mountain View,6085,37.408973,-122.098523
KIPP Sunshine Peak Academy,Denver Radium Site,0.8096382645683108,80223,CO,DENVER,8031,39.709893,-105.012463
Lakewood Elementary,"Advanced Micro Devices, Inc. (Building 915)",0.8096562906901161,94089,CA,Sunnyvale,6085,37.3981,-122.0031
NORTH CENTRAL FLORIDA PUBLIC CHARTER SCHOOL,Cabot/Koppers,0.8096943289001667,32601,FL,GAINESVILLE,12001,29.667393,-82.312797
ROSABELLE W. BLAKE ACADEMY,Landia Chemical Company,0.8097236099337402,33815,FL,LAKELAND,12105,28.038458,-81.966006
Ridgeline High School,Greenacres Landfill,0.8107246657694471,99019,WA,Liberty Lake,53063,47.661041,-117.133979
Christopher Columbus School No. 15,Chemical Control,0.8110467080974528,7202,NJ,ELIZABETH,34039,40.6526,-74.2027
Hastings Middle,Atlas Tack Corp.,0.8116212931582868,2719,MA,Fairhaven,25005,41.646915,-70.898112
Campus Community School,Dover Gas Light Co.,0.8121898978580121,19904,DE,Dover,10001,39.165053,-75.536993
GLOBAL LEARNING ACADEMY,American Creosote Works (Pensacola Plant),0.8127159857614489,32505,FL,PENSACOLA,12033,30.415021,-87.243267
Roosevelt School,Garfield Ground Water Contamination,0.8129455321492178,7644,NJ,LODI,34003,40.8733,-74.0909
VALLEY VIEW ELEMENTARY,McGaffey and Main Groundwater Plume,0.8146534738404949,88203,NM,ROSWELL,35005,33.37663,-104.532383
WASHINGTON ELEMENTARY MAGNET SCHOOL,"Trans Circuits, Inc.",0.8147597021410858,33404,FL,RIVIERA BEACH,12099,26.787133,-80.083448
SOLVAY ELEMENTARY SCHOOL,Onondaga Lake,0.8153012676146898,13209,NY,SOLVAY,36067,43.0577,-76.2084
Cookson Elementary School,East Troy Contaminated Aquifer,0.8159849855311131,45373,OH,Troy,39109,40.04671,-84.185565
Patricia Beatty Elementary,Alark Hard Chrome,0.8162485380978118,92501,CA,Riverside,6065,34.0027,-117.3728
JHS 162 WILLOUGHBY (THE),Newtown Creek,0.8165669590709189,11237,NY,BROOKLYN,36047,40.7068,-73.9198
OGDEN ELEMENTARY SCHOOL,Peninsula Boulevard Ground Water Plume,0.8166208392670339,11581,NY,VALLEY STREAM,36059,40.6499,-73.7189
Central Middle School,Kokomo Contaminated Ground Water Plume,0.8166639681325695,46901,IN,Kokomo,18067,40.485,-86.1279
Leadership Public Schools: Richmond,United Heckathorn Co.,0.8170705684104763,94801,CA,Richmond,6013,37.933872,-122.361212
Le Mars High School,Highway 3 PCE,0.8170772705091005,51031,IA,Le Mars,19149,42.781919,-96.171708
Serrano Elementary,March Air Force Base,0.8172241419198688,92553,CA,Moreno Valley,6065,33.9071,-117.2414
NIAGARA FALLS HIGH SCHOOL,Forest Glen Mobile Home Subdivision,0.8175682563964072,14305,NY,NIAGARA FALLS,36063,43.1046,-79.0113
Parkland HS,Novak Sanitary Landfill,0.8177856465345984,18104,PA,Allentown,42077,40.6382,-75.5469
Johnnie L. Cochran Jr. Academy,U.S. Radium Corp.,0.8179032508734285,7017,NJ,EAST ORANGE,34013,40.782489,-74.212954
Elizabeth Carter Brooks,Sullivan's Ledge,0.8179518198314535,2740,MA,New Bedford,25005,41.643273,-70.953547
Early Learning Center,Yeoman Creek Landfill,0.8183718482820916,60085,IL,Waukegan,17097,42.384461,-87.863529
Denver Online,Denver Radium Site,0.8196586468380196,80223,CO,DENVER,8031,39.708704,-105.011432
Mathematics and Science Leadership Academy,Denver Radium Site,0.8196586468380196,80223,CO,DENVER,8031,39.708704,-105.011432
KIPP Denver Collegiate High School,Denver Radium Site,0.8196586468380196,80223,CO,DENVER,8031,39.708704,-105.011432
PS 299 THOMAS WARREN FIELD SCHOOL,Wolff-Alport Chemical Company,0.8198657069955235,11221,NY,BROOKLYN,36047,40.6911,-73.9176
Raisbeck Aviation High School,Lower Duwamish Waterway,0.8199637348620347,98108,WA,Tukwila,53033,47.520777,-122.300601
Jefferson School,Ionia City Landfill,0.8199853316564278,48846,MI,IONIA,26067,42.987,-85.054
Michael Anderson,Phoenix-Goodyear Airport Area,0.8202501663338717,85323,AZ,AVONDALE,4013,33.4336,-112.3518
Kent County Secondary ILC,Dover Gas Light Co.,0.8203598463204085,19904,DE,Dover,10001,39.164102,-75.53864
SCPS EARLY LEARNING CENTER,Sanford Dry Cleaners,0.820695497678853,32771,FL,SANFORD,12117,28.802006,-81.257015
Godwin Heights Learning Center,Chem Central,0.8209206264980528,49548,MI,GRAND RAPIDS,26081,42.8999,-85.6657
EARL L VANDERMEULEN HIGH SCHOOL,"Lawrence Aviation Industries, Inc.",0.8209922232818555,11777,NY,PORT JEFFERSON,36103,40.939914,-73.070204
Sespe,Pacific Coast Pipe Lines,0.8213101608216136,93015,CA,Fillmore,6111,34.401106,-118.916795
Thomas Willett Elementary School,Walton & Lonsbury Inc.,0.8214407697909061,2703,MA,Attleboro,25005,41.946523,-71.291483
Central Louisiana Supports and Services Center,Capitol Lakes,0.8216832707049219,71306,LA,Alexandria,22033,30.467583,-91.173882
Von E. Mauger Middle School,Middlesex Sampling Plant (USDOE),0.8219058290590616,8846,NJ,MIDDLESEX,34023,40.575262,-74.507168
Woodland Intermediate School,Middlesex Sampling Plant (USDOE),0.8219058290590616,8846,NJ,Middlesex,34023,40.575262,-74.507168
Walnut Creek Campus,Railroad Avenue Groundwater Contamination,0.8220168447883357,50265,IA,West Des Moines,19153,41.586018,-93.714368
Sgt Wm H Carney Academy,New Bedford Site,0.8221549424833313,2740,MA,New Bedford,25005,41.636198,-70.932809
Four Rivers Career Center,Sporlan Valve Plant #1,0.822287019631077,63090,MO,Washington,29071,38.547717,-91.021014
LINO PADRO RIVERA,Vega Baja Solid Waste Disposal,0.8228310198391379,693,PR,VEGA BAJA,72145,18.445536,-66.384568
Parker Elementary School,Middlesex Sampling Plant (USDOE),0.8228958475555416,8846,NJ,MIDDLESEX,34023,40.581012,-74.488163
STEVENSON MIDDLE,Geneva Industries/Fuhrmann Energy,0.8230544170503844,77017,TX,HOUSTON,48201,29.671032,-95.244751
EVIT - Coronado High School,Indian Bend Wash Area,0.8236790911707654,85257,AZ,SCOTTSDALE,4013,33.475395,-111.918034
Girls Athletic Leadership School High School,Denver Radium Site,0.823696717311089,80204,CO,DENVER,8031,39.72806,-104.995791
Girls Athletic Leadership School Middle School,Denver Radium Site,0.823696717311089,80204,CO,DENVER,8031,39.72806,-104.995791
NORWOOD AVENUE SCHOOL,"Lawrence Aviation Industries, Inc.",0.8237782399792604,11776,NY,PORT JEFFERSON STA,36103,40.9163,-73.0692
Options for Youth San Gabriel,San Gabriel Valley (Area 3),0.8241095603892656,91776,CA,San Gabriel,6037,34.10023,-118.11052
Anderson Crawford Elementary,Eielson Air Force Base,0.824556973041966,99702,AK,Eielson AFB,2090,64.672617,-147.072383
Erial Elementary School,GEMS Landfill,0.8246398166814302,8081,NJ,SICKLERVILLE,34007,39.7706,-75.0085
One City Preparatory Academy,Madison Metropolitan Sewerage District Lagoons,0.8248492747473787,53713,WI,Madison,55025,43.045778,-89.341981
One City Elementary School,Madison Metropolitan Sewerage District Lagoons,0.8248492747473787,53713,WI,Madison,55025,43.045778,-89.341981
Alderwood Elementary School,Oeser Co,0.8250616695703342,98225,WA,Bellingham,53073,48.7788,-122.5271
Adak School,Adak Naval Air Station,0.8251555301042212,99546,AK,Adak,2016,51.868164,-176.640331
Academy Of the Pacific Rim Charter Public School,Lower Neponset River,0.8254019505800313,2136,MA,Hyde Park,25025,42.244384,-71.132363
WELLSVILLE SECONDARY SCHOOL,Sinclair Refinery,0.825533947785579,14895,NY,WELLSVILLE,36003,42.1194,-77.9489
Sutter Elementary,Intersil Inc./Siemens Components,0.8256246353887385,95051,CA,Santa Clara,6085,37.334,-121.9866
JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEMENTARY,Miami Drum Services,0.8258798014493184,33010,FL,HIALEAH,12086,25.844498,-80.302565
CPSD Open Doors Program,Lakewood,0.8275032040964359,98499,WA,Lakewood,53053,47.155329,-122.510475
Gravelly Lake K-12 Academy,Lakewood,0.8275032040964359,98499,WA,Lakewood,53053,47.155329,-122.510475
Eugene M Nikkari Elementary,Gratiot County Landfill,0.8285004956453895,48880,MI,SAINT LOUIS,26057,43.4,-84.6103
BELLEAIRE ELEMENTARY SCHOOL,PCE - Carriage Cleaners,0.8288528552806527,68005,NE,BELLEVUE,31153,41.137059,-95.910074
ESU 3 HEAD START - BELLEAIRE,PCE - Carriage Cleaners,0.8288528552806527,68005,NE,BELLEVUE,31153,41.137059,-95.910074
Springfield High School,Old Springfield Landfill,0.8292663955431694,5156,VT,Springfield,50027,43.281344,-72.478197
INLET GROVE COMMUNITY HIGH SCHOOL,"Trans Circuits, Inc.",0.8294095407449423,33404,FL,RIVIERA BEACH,12099,26.786106,-80.065165
Jefferson Elementary,Brewer Gold Mine,0.8294910483070034,29718,SC,Jefferson,45025,34.645899,-80.398999
MATTHEW W. GILBERT MIDDLE SCHOOL,Kerr-McGee Chemical Corp - Jacksonville,0.8303856451536495,32206,FL,JACKSONVILLE,12031,30.341119,-81.639959
Kirby's Mill Elementary School,Ellis Property,0.830455612902986,8055,NJ,MEDFORD,34005,39.904837,-74.848948
AQUILA ELEMENTARY,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.8311939607934454,55426,MN,SAINT LOUIS PARK,27053,44.947703,-93.386899
Beardsley Elementary School,Main Street Well Field,0.8312308477789778,46514,IN,Elkhart,18039,41.6979,-85.9631
St. Helena Elementary,Norfolk Naval Shipyard,0.8316047111297483,23523,VA,Norfolk,51710,36.8309,-76.2847
Uintah School,700 South 1600 East PCE Plume,0.8322394347726628,84105,UT,SALT LAKE CITY,49035,40.742079,-111.845958
Theodore Roosevelt School No. 10,Garfield Ground Water Contamination,0.8327555597515167,7055,NJ,Passaic,34031,40.8708,-74.1224
Anishinabe Academy Elementary,South Minneapolis Residential Soil Contamination,0.832819697988594,55406,MN,MINNEAPOLIS,27053,44.952574,-93.225694
SULLIVAN ELEMENTARY,South Minneapolis Residential Soil Contamination,0.832819697988594,55406,MN,MINNEAPOLIS,27053,44.952574,-93.225694
Charles N Scott Middle School,MIDCO I,0.8332194421191776,46323,IN,Hammond,18089,41.5817,-87.4407
Alpha: Cornerstone Academy Preparatory,Lorentz Barrel & Drum Co.,0.8336556404419171,95122,CA,San Jose,6085,37.324773,-121.851296
Lincoln Elementary School,Chemical Insecticide Corp.,0.8342300945861496,8817,NJ,EDISON,34023,40.5219,-74.3822
PORT JEFFERSON MIDDLE SCHOOL,"Lawrence Aviation Industries, Inc.",0.8350145815930897,11777,NY,PORT JEFFERSON,36103,40.9401,-73.0705
Bell Gardens Elementary,Jervis B. Webb Co.,0.8351005361488932,90201,CA,Bell Gardens,6037,33.9591,-118.168
SANTO FORTE J H,Sandy Beach Road Ground Water Plume,0.8354005176354506,76020,TX,AZLE,48439,32.930247,-97.539306
West De Pere Intermediate School,Better Brite Plating Chrome & Zinc Shops,0.835549456932868,54115,WI,De Pere,55009,44.440696,-88.092027
WESTSIDE ELEMENTARY SCHOOL,Iowa-Nebraska Light & Power Co,0.835984769810578,68701,NE,NORFOLK,31119,42.029541,-97.432953
PS 110 MONITOR (THE),Newtown Creek,0.8360115036090666,11222,NY,BROOKLYN,36047,40.7237,-73.9421
Claremont School,Kane & Lombard Street Drums,0.8360517530089809,21205,MD,Baltimore,24510,39.3028,-76.5545
PS 321 WILLIAM PENN,Gowanus Canal,0.8365533669328804,11215,NY,BROOKLYN,36047,40.6717,-73.9783
AGAPITO ROSARIO ROSARIO,Vega Baja Solid Waste Disposal,0.8365601943258137,693,PR,VEGA BAJA,72145,18.4343,-66.402
Dwight D. Eisenhower Elementary,Intersil Inc./Siemens Components,0.837705673536003,95051,CA,Santa Clara,6085,37.329,-121.9891
Lafayette Early Childhood Center,Beck's Lake,0.837921846031725,46619,IN,South Bend,18141,41.6786,-86.3136
Cradock Technical & Career Center,St. Juliens Creek Annex (U.S. Navy),0.8381516484769953,23702,VA,Portsmouth,51740,36.8021,-76.3237
OLD BETHPAGE SCHOOL,Old Bethpage Landfill,0.8387646299421195,11804,NY,OLD BETHPAGE,36059,40.7687,-73.450746
Forrest Edwin Sch,Metal Banks,0.8390220456473773,19136,PA,Philadelphia,42101,40.0345,-75.036
J. Harley Bonds Career Center,Elmore Waste Disposal,0.84006980076043,29650,SC,Greer,45045,34.945854,-82.22507
Washington Irving Mid Sch Math Music and Engr Magnet,San Fernando Valley (Area 4),0.8411865814101205,90065,CA,Los Angeles,6037,34.116726,-118.240245
Harrison High School,Diamond Head Oil Refinery Div.,0.8417017375688263,7029,NJ,HARRISON,34017,40.75029,-74.147841
Avona El Sch,Industrial Lane,0.8420044379358432,18042,PA,Easton,42095,40.673656,-75.240939
Whaling City Junior/Senior High School,New Bedford Site,0.8422180631645491,2740,MA,New Bedford,25005,41.634772,-70.931697
Elder Creek Elementary,Sacramento Army Depot,0.8422407826631348,95824,CA,Sacramento,6067,38.515915,-121.410435
Grandview Elementary School,Unimatic Manufacturing Corporation,0.842591732325538,7006,NJ,N CALDWELL,34013,40.8741,-74.2542
Eugene M Nikkari Elementary,Velsicol Chemical Corp.(Michigan),0.8426239216884343,48880,MI,SAINT LOUIS,26057,43.4,-84.6103
Dumbarton Elementary,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.8434880828721875,23228,VA,Richmond,51087,37.639,-77.5186
RIVERDALE COUNTRY DAY SCHOOL,Harris Corp. (Palm Bay Plant),0.8436988360657949,32905,FL,PALM BAY,12009,28.035705,-80.613738
Lincoln Intermediate,Mason City Coal Gasification Plant,0.8437371421299612,50401,IA,Mason City,19033,43.135492,-93.197682
Kratt Elementary,Industrial Waste Processing,0.8438338694815942,93704,CA,Fresno,6019,36.830938,-119.804787
Edison Academy,"Auto Ion Chemicals, Inc.",0.8441293669525453,49001,MI,KALAMAZOO,26077,42.281843,-85.569369
J. Christian Bollwage Finance Academy,Chemical Control,0.8444020498321599,7202,NJ,Elizabeth,34039,40.644842,-74.209555
Davisville Middle School,Davisville Naval Construction Battalion Center,0.8448282447903913,2852,RI,North Kingstown,44009,41.619459,-71.464806
Community School For Apprenticeship Learning,Capitol Lakes,0.8456450467606029,70802,LA,Baton Rouge,22033,30.4676,-91.1734
Fairfield Middle School,Fairfield Coal Gasification Plant,0.845673922827672,52556,IA,Fairfield,19101,40.994211,-91.969718
Central Haywood High,"Benfield Industries, Inc.",0.8459356896508691,28786,NC,Waynesville,37087,35.486001,-82.993014
Glyndale Elementary School,Brunswick Wood Preserving,0.8466602200910767,31525,GA,Brunswick,13127,31.2312,-81.5218
PS 88 SENECA,Wolff-Alport Chemical Company,0.8470345226921946,11385,NY,RIDGEWOOD,36081,40.7041,-73.8964
Wilson Area Intermediate Sch,Industrial Lane,0.8473877028812364,18042,PA,Easton,42095,40.671571,-75.242957
North Park Elementary,Newmark Ground Water Contamination,0.8488563800844372,92407,CA,San Bernardino,6071,34.1793,-117.3013
Sonia Sotomayor School No 25,Chemical Control,0.8490062870635326,7206,NJ,ELIZABETH,34039,40.6546,-74.1993
PS 116 ELIZABETH L FARRELL,Wolff-Alport Chemical Company,0.8490811100881737,11237,NY,BROOKLYN,36047,40.6981,-73.9166
DC Department of Corrections,Washington Navy Yard,0.8494847805280974,20003,DC,Washington,11001,38.883482,-76.976069
Maya Angelou PCS - Academy at DC Jail,Washington Navy Yard,0.8494847805280974,20003,DC,Washington,11001,38.883482,-76.976069
Camp Allen Elementary,Norfolk Naval Base (Sewells Point Naval Complex),0.8497550167463598,23505,VA,Norfolk,51710,36.928398,-76.296724
TS Nurnberger Middle School,Velsicol Chemical Corp.(Michigan),0.8500435286622312,48880,MI,SAINT LOUIS,26057,43.4127,-84.6019
SOUTH VALLEY PREP,South Valley,0.8500786744292502,87102,NM,ALBUQUERQUE,35001,35.0563,-106.6421
Boston Preparatory Charter Public School,Lower Neponset River,0.8500798335702027,2136,MA,Hyde Park,25025,42.262177,-71.110433
Riverside Middle School,Billings PCE,0.8509341138669245,59101,MT,Billings,30111,45.764991,-108.511097
Pearl City Elementary School,Pearl Harbor Naval Complex,0.8511472151433218,96782,HI,Pearl City,15003,21.395245,-157.972183
Monticello School,Monticello Mill Tailings (USDOE),0.8511484669419146,84535,UT,MONTICELLO,49037,37.875548,-109.347873
Ursa Minor Elementary,Fort Richardson (USARMY),0.8515651515851034,99505,AK,JBER,2020,61.246814,-149.687397
CENTRAL HIGH SCHOOL,Omaha Lead,0.8520236758691452,68102,NE,OMAHA,31055,41.261259,-95.943686
Carlstadt Public School,Ventron/Velsicol,0.8521051678257147,7072,NJ,CARLSTADT,34003,40.844676,-74.094594
Ironbound Academy Elementary School,Pierson's Creek,0.8523762740035428,7105,NJ,Newark,34013,40.723072,-74.158844
Carrie Knause Early Childhood Learning Center,Gratiot County Golf Course,0.8525474839936692,48880,MI,SAINT LOUIS,26057,43.417,-84.6063
WILLIAMSBURG CHARTER HIGH SCHOOL,Newtown Creek,0.8526318841619718,11206,NY,BROOKLYN,36047,40.703553,-73.935876
PORT SALERNO LEARNING CENTER,Solitron Microwave,0.8526909711650718,34997,FL,STUART,12085,27.146598,-80.207475
Dayton Intermediate School,Carson River Mercury Site,0.8531044744258578,89403,NV,Dayton,32019,39.239366,-119.576423
CENTRAL HIGH,Missouri Electric Works,0.8532516703522417,63703,MO,CAPE GIRARDEAU,29031,37.276811,-89.565026
Ashland Middle,Ashland/Northern States Power Lakefront,0.8534515420090957,54806,WI,Ashland,55003,46.5849,-90.8753
HOSPITAL HOMEBOUND SERVICES,Wingate Road Municipal Incinerator Dump,0.8535088360600288,33311,FL,FT. LAUDERDALE,12011,26.149232,-80.172139
Prekindergarten South,South Minneapolis Residential Soil Contamination,0.853637721053967,55406,MN,MINNEAPOLIS,27053,44.946436,-93.227762
Longfellow Alternative High,South Minneapolis Residential Soil Contamination,0.853637721053967,55406,MN,MINNEAPOLIS,27053,44.946436,-93.227762
Garfield Early Childhood Learning Center,"Curcio Scrap Metal, Inc.",0.8537571932656144,7026,NJ,GARFIELD,34003,40.8891,-74.1198
Florence Crittenton High School,Denver Radium Site,0.853849647719333,80223,CO,DENVER,8031,39.715396,-105.016087
Mount Vernon,"North Carolina State University (Lot 86, Farm Unit #1)",0.8540128211971733,27607,NC,Raleigh,37183,35.7903,-78.7189
South Elementary School,Reilly Tar & Chemical Corp. (Dover Plant),0.8545112762051678,44622,OH,Dover,39157,40.5121,-81.4643
FITZHUGH PARK ELEMENTARY SCHOOL,Pollution Abatement Services,0.8549720466105826,13126,NY,OSWEGO,36075,43.461783,-76.496065
Miamisburg Middle School,Mound Plant (USDOE),0.8551170795438421,45342,OH,Miamisburg,39113,39.622631,-84.270803
Eastern View High,"Culpeper Wood Preservers, Inc.",0.8564544163895,22701,VA,Culpeper,51047,38.477039,-77.946296
Gwyn-Nor El Sch,North Penn - Area 7,0.856572399749938,19454,PA,North Wales,42091,40.2215,-75.2632
MELROSE ELEMENTARY SCHOOL,Airco Plating Co.,0.8566695374989206,33142,FL,MIAMI,12086,25.80736,-80.245259
ROBERT W CARBONARO SCHOOL,Peninsula Boulevard Ground Water Plume,0.8573325641514644,11581,NY,VALLEY STREAM,36059,40.6547,-73.7107
CORONADO ELEMENTARY,Fruit Avenue Plume,0.857504394910295,87102,NM,ALBUQUERQUE,35001,35.079212,-106.652974
John S Clark Elem School,Yeoman Creek Landfill,0.8575186328289567,60087,IL,Waukegan,17097,42.398575,-87.838154
Riverside Middle School,"H. Brown Co., Inc.",0.8578519256664561,49505,MI,GRAND RAPIDS,26081,43.003371,-85.661313
John Brainerd Elementary School,Landfill & Development Co.,0.859016814772035,8060,NJ,MOUNT HOLLY,34005,39.9892,-74.7825
West Godwin Elementary School,Chem Central,0.8590566585305406,49509,MI,WYOMING,26081,42.8998,-85.6838
Washington Elementary,United Heckathorn Co.,0.8590649972041873,94801,CA,Richmond,6013,37.924798,-122.381024
RAINBOW PARK ELEMENTARY SCHOOL,"Anodyne, Inc.",0.8593958907786172,33054,FL,OPA LOCKA,12086,25.914468,-80.231403
Armistead Gardens Elementary/Middle,Kane & Lombard Street Drums,0.8598277293326594,21205,MD,Baltimore,24510,39.3048,-76.5527
