NAME,Site_Name,distance_to_site_miles
The Excel Center - Papago,"Motorola, Inc. (52nd Street Plant)",0.4424176911974068
North Side Middle School,Main Street Well Field,0.44327644778703523
Oak Park El Sch,North Penn - Area 6,0.44337366209605183
YES PREP - 5TH WARD,"Many Diversified Interests, Inc.",0.44378331522151926
SCHUYLERVILLE MIDDLE SCHOOL,Hudson River PCBs,0.4440057833498641
SCHUYLERVILLE ELEMENTARY SCHOOL,Hudson River PCBs,0.4440057833498641
LUDI PENA MARTIN ACCELERATED EDUCATION CENTER,City of Perryton Well No. 2,0.444932745835269
Washington Middle,Sporlan Valve Plant #1,0.44537535519241406
W TRESPER CLARKE HIGH SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.4458576422217232
Jefferson El Sch,"Rodale Manufacturing Co., Inc.",0.44596481723268466
PS 369 COY L COX SCHOOL,Gowanus Canal,0.44646781775482025
Nitro Elementary School,"Fike Chemical, Inc.",0.44668365202680105
South Weber School,Hill Air Force Base,0.44732551186686104
Katherine Johnson Education Center,Waite Park Wells,0.4484682342910894
Crittenden Middle,"Spectra-Physics, Inc.",0.44864152578946476
Franklin Elementary School,Highway 3 PCE,0.4486729663656905
Tyee Park Elementary School,Lakewood,0.44883240525141965
LARKDALE ELEMENTARY SCHOOL,Wingate Road Municipal Incinerator Dump,0.45097897665181386
ROBERT E PEARY SCHOOL,Wolff-Alport Chemical Company,0.4542363505345604
TEXANS CAN ACADEMY - HOUSTON HOBBY,Geneva Industries/Fuhrmann Energy,0.45452350484069554
KIRTLAND ELEMENTARY,Carlisle Village Cleaners,0.45458083770174357
Los Paseos Elementary,Fairchild Semiconductor Corp. (South San Jose Plant),0.4545841631933775
Westlawn Elementary,Amcast Industrial Corporation,0.4545888159801249
HOWARD ELEMENTARY SCHOOL,Cleburn Street Well,0.45471773997669795
Sandoval Elem School,Sandoval Zinc Company,0.45553314586821264
PICAYUNE JUNIOR HIGH SCHOOL,Picayune Wood Treating,0.4557739824778555
Garfield Elementary,San Gabriel Valley (Area 3),0.4559771872995968
PMHS CAREER & TECHNOLOGY CENTER,Picayune Wood Treating,0.45623692310278374
G W Carver High School,Agriculture Street Landfill,0.4571084795529129
ROSS EL,South Cavalcade Street,0.458580048272416
JOSEPH F QUINN INTERMEDIATE SCHOOL 77,Wolff-Alport Chemical Company,0.4591921816607122
BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,Wolff-Alport Chemical Company,0.4591921816607122
ST MARIES COMMUNITY EDUCATION ALTERNATIVE,St. Maries Creosote,0.461883130976061
Theuerkauf Elementary,Teledyne Semiconductor,0.4621885898217309
Springfield Township School,"Kauffman & Minteer, Inc.",0.4624902818761079
Ottawa Township High School,Ottawa Radiation Areas,0.46407995785962985
Wyoming Junior High School,Spartan Chemical Co.,0.46418678920015444
PERRYTON J H,City of Perryton Well No. 2,0.46538659688746387
Rafael Hernandez School,Riverside Industrial Park,0.46588776087129075
Kramer MS,Washington Navy Yard,0.46656731279762886
GOLIAD EL,Northwest Odessa Groundwater,0.4678697951097347
AGRIPINA SEDA,Ochoa Fertilizer Co,0.46838524822412686
BARACK OBAMA EL MALE LEADERSHIP ACADEMY,"Lane Plating Works, Inc.",0.46873010538971815
Memorial Elem School,Central Illinois Public Service Co.,0.4698679379030407
BRANDON SUCCESS CENTER,Taylor Road Landfill,0.4700637550198479
Grew Elementary School,Lower Neponset River,0.4707489966288182
Orchard View Elementary School,"State Disposal Landfill, Inc.",0.4718409201082865
Leman Middle School,Kerr-McGee (Residential Areas),0.47326758091934196
HEART OF THE LAKE ELEMENTARY,Perham Arsenic Site,0.47333690152725183
HENRYETTA MS,Henryetta Iron and Metal,0.47350677187915435
San Miguel Elementary,"TRW Microwave, Inc. (Building 825)",0.47351467277310805
Michael T Simmons Elementary,Palermo Well Field Ground Water Contamination,0.4740980921743934
THE SPRING,Taylor Road Landfill,0.4744683011698639
Astor Elementary School,McCormick & Baxter Creosoting Co. (Portland Plant),0.4745464472172753
Robert Morris School,Brook Industrial Park,0.4746930312710893
SOUTH SIDE LOWER ELEMENTARY SCHOOL,Picayune Wood Treating,0.4750095407888072
Balsz Online Academy (B.O.A.),"Motorola, Inc. (52nd Street Plant)",0.47615186186009834
Hanawalt Elementary,Railroad Avenue Groundwater Contamination,0.47712417074270697
Robb El Sch,Drake Chemical,0.478704273215237
South High,South Minneapolis Residential Soil Contamination,0.47900250164219116
Mary W. Jackson School,Utah Power & Light/American Barrel Co.,0.47983220133044335
Fountain Inn Elementary,Beaunit Corp. (Circular Knit & Dye),0.48017096855187835
Jefferson Elem School,Ottawa Radiation Areas,0.4805574470055568
Washington Elementary School,U.S. Radium Corp.,0.48112214639679046
Michael R. Hollis Innovation Academy,Westside Lead,0.4812653316588111
Prescott Elementary,AMCO Chemical,0.4831037289935507
HALLANDALE HIGH SCHOOL,Petroleum Products Corp.,0.4844245597719468
Lakeview Middle,US Finishing/Cone Mills,0.4845832852344044
Wake EC of Information & Biotechnologies,"Koppers Co., Inc. (Morrisville Plant)",0.48515867787552913
Granada Elementary,San Gabriel Valley (Area 3),0.4851976562036222
Lakewood Elementary School,Gelman Sciences Inc,0.4852119665601712
Troy Online Academy,East Troy Contaminated Aquifer,0.48521562647755434
California Creative Learning Academy,San Fernando Valley (Area 4),0.4854139809283485
California Creative Learning Academy MS,San Fernando Valley (Area 4),0.4854139809283485
Long Prairie-Grey Eagle Secondary,Long Prairie Ground Water Contamination,0.4854937017882911
Delsea Regional Middle School,Pioneer Metal Finishing Inc,0.4856953293722196
East Orange Community Charter School,Orange Valley Regional Ground Water Contamination,0.4860144166028873
Nystrom Elementary,United Heckathorn Co.,0.4860467940568014
Charles City High School,Shaw Avenue Dump,0.4861571111276675
Birchwood Elementary School,Oeser Co,0.48682679839938353
RUTH EVELYN CRUZ SANTOS,Cidra Ground Water Contamination,0.4872964930275563
Battle Academy for Teaching and Learning,Southside Chattanooga Lead,0.48737074280977477
Laurelwood Elementary,Intersil Inc./Siemens Components,0.4877078258906282
Milford Public School,"Curtis Specialty Papers, Inc.",0.4890355480057959
Tyler ES,Washington Navy Yard,0.4893895827427435
Delaware Elementary School,Jacobsville Neighborhood Soil Contamination,0.4895564658676248
School for Deaf High,"Chemical Commodities, Inc.",0.4896043679248808
School for Deaf Elementary,"Chemical Commodities, Inc.",0.4896043679248808
Bessemer Elementary School,Colorado Smelter,0.49016384510606503
East Intermediate School,Adam's Plating,0.49063448463656356
Cradock Elementary,St. Juliens Creek Annex (U.S. Navy),0.4907237560298075
PS 239,Wolff-Alport Chemical Company,0.4912023537806267
Christopher Columbus School #8,Garfield Ground Water Contamination,0.4930651817222798
Thomas Jefferson Elementary,San Fernando Valley (Area 2),0.49346239725343105
LMP Regional Office of Education,Ottawa Radiation Areas,0.4934858739870073
Fremont Elementary,Alark Hard Chrome,0.4937960931334407
Tecumseh-Harrison Elementary Sch,Prestolite Battery Division,0.4942124320252638
KENLY ELEMENTARY SCHOOL,Alaric Area Ground Water Plume,0.4952068600319795
KRAMER EDUCATION CENTER,10th Street Site,0.4954430463795121
Twin Cities German Immersion Chrtr,Koppers Coke,0.4955794774121414
DRIGGERS EL,Bandera Road Ground Water Plume,0.4962339170935953
WASMER ELEMENTARY SCHOOL,Cleburn Street Well,0.4971057645634732
GULFSIDE ELEMENTARY SCHOOL,Stauffer Chemical Co. (Tarpon Springs),0.4974141517873803
Luis Munoz Marin Elementary School,Riverside Industrial Park,0.4988304164485929
MONTESSORI MAGNET SCHOOL,"Mercury Refining, Inc.",0.499784034186114
Dr. J.P. Cleary Elementary School,South Jersey Clothing Co.,0.49994326203739436
Troy Online Academy,West Troy Contaminated Aquifer,0.5001362924931986
Gibbsboro Elementary School,Route 561 Dump,0.5014132132162876
Cadillac Senior High School,Kysor Industrial Corp.,0.5016376217832409
HGA Secondary,Koppers Coke,0.5017595228077856
Dr. Crosby Copeland Jr Elementary,Historic Potteries,0.5020635128500028
PREKINDERGARTEN PROGRAMS,Solitron Microwave,0.5020877217683323
PK EARLY INTERVENTION,Solitron Microwave,0.5020877217683323
Hillside Elementary School,Railroad Avenue Groundwater Contamination,0.5035371213050226
Educare of West DuPage,Kerr-McGee (Kress Creek/West Branch of DuPage River),0.5036086558576857
ALTER ED CTR,East 67th Street Ground Water Plume,0.5036701187358983
Signature School Inc,Jacobsville Neighborhood Soil Contamination,0.5036920144796121
Riverside,Creese & Cook Tannery (Former),0.5037168830595645
Downtown College Preparatory Middle,Lorentz Barrel & Drum Co.,0.5037708127277312
Downtown College Preparatory,Lorentz Barrel & Drum Co.,0.5037708127277312
Santa Fe Computer Science Magnet,San Gabriel Valley (Area 1),0.5054454792193833
Harrington Elementary School,McGraw Edison Corp.,0.5054862121186264
Brunson-Lee Elementary School,"Motorola, Inc. (52nd Street Plant)",0.506367017902337
Ashland Middle,Nyanza Chemical Waste Dump,0.5067569529008121
Grandville East Elementary School,"Organic Chemicals, Inc.",0.5071509286848037
Minnesota Transitions Charter Elem,South Minneapolis Residential Soil Contamination,0.5080610937012491
Laura Lee Therapeutic Day School,Silresim Chemical Corp.,0.5081959498403283
HOLMES ELEMENTARY SCHOOL,Continental Cleaners,0.5083523403648078
ST MARIES HIGH SCHOOL,St. Maries Creosote,0.5084609408552117
FOCUS ACADEMY,Normandy Park Apartments,0.5086807416303304
Scotts Valley Middle,Watkins-Johnson Co. (Stewart Division Plant),0.5090955711869781
HIGH SCHOOL FOR ENTERPRISE BUSINESS & TECHNOLOGY (THE),Newtown Creek,0.5093311476710676
PROGRESS HIGH SCHOOL FOR PROFESSIONAL CAREERS,Newtown Creek,0.5093311476710676
EAST WILLIAMSBURG SCHOLARS ACADEMY,Newtown Creek,0.5093311476710676
Monticello High,Monticello Mill Tailings (USDOE),0.5102414621456397
Charles A Tindley Accelerated Sch,Keystone Corridor Ground Water Contamination,0.5105418464836355
Marshall Street School,Central Chemical (Hagerstown),0.5108920062321821
Washington County Job Development Center,Central Chemical (Hagerstown),0.5108920062321821
Graniteville School,Centredale Manor Restoration Project,0.5121219077137771
PRICE ELEMENTARY,"Solid State Circuits, Inc.",0.5138099193870882
A. Crosby Kennett Middle School,Kearsarge Metallurgical Corp.,0.5142349431432727
GEORGE W HEWLETT HIGH SCHOOL,Peninsula Boulevard Ground Water Plume,0.5143647036618634
ST MARIES MIDDLE SCHOOL,St. Maries Creosote,0.5149201358529116
Virtual Campus,Des Moines TCE,0.5152386393419102
Downtown School,Des Moines TCE,0.5152386393419102
CLAYTON AVENUE ELEMENTARY SCHOOL,Vestal Water Supply Well 1-1,0.5154936850741118
SOUTH HOUSTON INT,Geneva Industries/Fuhrmann Energy,0.5155567844914463
Milford High School,Fletcher's Paint Works & Storage,0.5159113455165012
KENLY ELEMENTARY SCHOOL,Helena Chemical Co. (Tampa Plant),0.5160535803346558
Richard L. Graves Middle,"Waste Disposal, Inc.",0.5162945803944855
Newmark Elementary,Newmark Ground Water Contamination,0.5168059514829525
Centredale School,Centredale Manor Restoration Project,0.517558688823179
H FRANK CAREY HIGH SCHOOL,Genzale Plating Co.,0.5181343083015909
EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,Wolff-Alport Chemical Company,0.518352811298454
KHALIL GIBRAN INTERNATIONAL ACADEMY,Gowanus Canal,0.5185700205733444
LAKE AVENUE ELEMENTARY SCHOOL,Niagara Mohawk Power Corp. (Saratoga Spings Plant),0.5185702202144591
Grissom Elem School,Schroud Property,0.5188278676924349
Cradock Middle,Peck Iron and Metal,0.5193971121199099
LOS NINOS ELEMENTARY,North Railroad Avenue Plume,0.5194466474841547
Harrison Elementary School,Beck's Lake,0.519812204969874
Lincoln Elem School,Parsons Casket Hardware Co.,0.5200988517414086
MIAMI NORTHWESTERN SENIOR HIGH,Continental Cleaners,0.5203273533255739
Fair Lawn High School,Fair Lawn Well Field,0.5205706257894154
Bound Brook High School,Brook Industrial Park,0.5208527483658671
BANDELIER ELEMENTARY,Carlisle Village Cleaners,0.5210236723666896
PICKETT ELEMENTARY SCHOOL,Pickettville Road Landfill,0.521380647714962
Central Elementary School,Orange Valley Regional Ground Water Contamination,0.5216708340842237
Nitro High School,"Fike Chemical, Inc.",0.5237496392520834
Huber Street School,Lower Hackensack River,0.5249999542147377
North View Elementary School,North 25th Street Glass and Zinc,0.5250970929842717
HENRYETTA HS,Henryetta Iron and Metal,0.5257180269341541
B.F. Butler Middle School,Silresim Chemical Corp.,0.5258086850203427
Gulph EL Sch,"Crater Resources, Inc./Keystone Coke Co./Alan Wood Steel Co.",0.5265631614315452
Lowell Elementary School,Waterloo Coal Gasification Plant,0.5267250929745041
Byram Intermediate School,Mansfield Trail Dump,0.5267273459298527
Sparta High School,A. O. Polymer,0.5277506365835358
John J Shaughnessy,Silresim Chemical Corp.,0.5281870781031822
CharEm Alternative Schools,Petoskey Municipal Well Field,0.5286180995438953
Vibrant Minds Charter,Orange County North Basin,0.529276423084197
Lydia Jackson College Preparatory Academy,Omega Chemical Corporation,0.5294667862973683
JEFFERSON ELEMENTARY SCHOOL,Cleburn Street Well,0.5295173195436123
Lakeview Virtual School,Ten-Mile Drain,0.5296117117074339
HIALEAH GARDENS MIDDLE SCHOOL,"Pepper Steel & Alloys, Inc.",0.529957587557031
VOA High,Southeast Hennepin Area Groundwater and Vapor,0.5314707822317676
VOA High Extended,Southeast Hennepin Area Groundwater and Vapor,0.5314707822317676
Inglewood El Sch,North Penn - Area 6,0.5314938026817402
LIBERTY EL,Sandy Beach Road Ground Water Plume,0.5322319167331554
Central Elementary School,U.S. Radium Corp.,0.5324645109737697
Kings Mills Educational Center,Peters Cartridge Factory,0.5327513421845252
PICAYUNE MEMORIAL HIGH SCHOOL,Picayune Wood Treating,0.5332856116609291
North Godwin Elementary School,Chem Central,0.5334600038646042
Wilcoxson School,"Raymark Industries, Inc.",0.5334629059347327
Troy Junior High School,West Troy Contaminated Aquifer,0.5344417751764015
Dwight D. Eisenhower Elementary School,"Chemsol, Inc.",0.5355003325270528
Andrew Avenue School,"Laurel Park, Inc.",0.5362450059099696
Harriman High School,Clinch River Corporation,0.5372124546235755
Alhambra High,San Gabriel Valley (Area 3),0.5384328138951743
New Millennium Academy Charter,Joslyn Manufacturing & Supply Co.,0.5385061874176982
Doyle El Sch,Chem-Fab,0.5390657824193249
HOLLEY ELEMENTARY SCHOOL,Diaz Chemical Corporation,0.5393942721140764
283-ST. LOUIS PARK ALC,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
283 ST LOUIS PK INDEPENDENT STUDY,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
Park Virtual - Middle School,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
283-IND STDY 15 AND UNDER - I.S.,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
Park Virtual - High School,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
Park Virtual - Elementary,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
SPECIAL ED.,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
ST. LOUIS PARK SENIOR HIGH,Highway 100 and County Road 3 Groundwater Plume,0.5394334096273142
Memphis College Preparatory,Memphis Defense Depot (DLA),0.5394750142447442
Veritas College Preparatory,Memphis Defense Depot (DLA),0.5394750142447442
TEXANS CAN ACADEMY - HOUSTON NORTH,South Cavalcade Street,0.541642346177799
Kegonsa Elementary,Stoughton City Landfill,0.5422682753667236
CMSD ALTERNATIVE SCHOOL,Kerr-McGee Chemical Corp - Columbus,0.5429488061270418
Vienna Elementary School,Vienna Tetrachloroethene,0.5434020048937599
Park Virtual - Middle School,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
Park Virtual - High School,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
Park Virtual - Elementary,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
ST. LOUIS PARK SENIOR HIGH,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
SPECIAL ED.,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
283-IND STDY 15 AND UNDER - I.S.,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
283-ST. LOUIS PARK ALC,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
283 ST LOUIS PK INDEPENDENT STUDY,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.5438362083707632
Montgomery Village Child Development Center Inc.,Smokey Mountain Smelters,0.5440409904218797
Aveson Global Leadership Academy,Jet Propulsion Laboratory (NASA),0.5440904053822055
Nathan Hale Elementary School,Federated Metals Corp Whiting,0.5444387130954252
Shelton Park Elementary,Naval Amphibious Base Little Creek,0.5450802808871915
THONOTOSASSA ELEMENTARY SCHOOL,Arkla Terra Property,0.5452363360852089
Orchard School,Billings PCE,0.5453375699912235
Park El Sch,UGI Columbia Gas Plant,0.5461473602138807
Pleasantville Middle School,Price Landfill,0.5463280032299149
KERMIT H S,Highway 18 Ground Water,0.5472113464336718
EARLY HEAD START ROSA STREET,Picayune Wood Treating,0.548660383359628
Sunnycrest Elementary School,Midway Landfill,0.5486611842283541
KERMIT J H,Highway 18 Ground Water,0.5490647503667344
ECTOR CO YOUTH CTR,East 67th Street Ground Water Plume,0.5502452748881284
Clay Elem School,Schroud Property,0.550335077739201
North Hagerstown High,Central Chemical (Hagerstown),0.5504956286509666
Alfred C. MacKinnon Middle School,Dayco Corp./L.E. Carpenter Co.,0.5528625877280141
WASHINGTON STREET SCHOOL,Genzale Plating Co.,0.5530203818631549
WINGATE OAKS CENTER,Wingate Road Municipal Incinerator Dump,0.5538982705611963
Reed Elementary School,"Commencement Bay, South Tacoma Channel",0.5541308049242177
Paul Robeson Charter School for the Humanities,Historic Potteries,0.5563182717567977
Central Elementary School,Petoskey Municipal Well Field,0.5569353984933951
Universal Academy Middle/High,South Minneapolis Residential Soil Contamination,0.5573750614163971
Wisconsin Hills Middle,"Waste Management of Wisconsin, Inc. (Brookfield Sanitary Landfill)",0.5574125159038762
Columbus Elem School,Mouat Industries,0.5574942766301095
SOUTH COUNTY CAREER CENTER,JJ Seifert Machine,0.5585683806074808
School #5,Quanta Resources,0.558718341327649
Garfield Public Preschool Annex,"Curcio Scrap Metal, Inc.",0.5587550774842188
HECTOR P GARCIA EL,Delfasco Forge,0.5588984057094073
Wood-Ridge Jr/Sr High School,Ventron/Velsicol,0.5589231269472468
Cheraw Intermediate,Burlington Industries Cheraw,0.5592438611868742
Winnfield Primary School,"American Creosote Works, Inc. (Winnfield Plant)",0.5596086414971325
John C Tayloe Elementary,"FCX, Inc. (Washington Plant)",0.5597393139150232
Tweedy Elementary,Jervis B. Webb Co.,0.5597604155972057
Wood-Ridge Intermediate School,Ventron/Velsicol,0.5602178102062311
Jose Antonio Vargas Elementary,Raytheon Corp.,0.5612545103688595
Universal Academy Elementary,South Minneapolis Residential Soil Contamination,0.5619215643534581
Pennbrook MS,North Penn - Area 7,0.5622020539362199
Stevenson Elementary,Teledyne Semiconductor,0.5627044844883379
Richmond College Preparatory,United Heckathorn Co.,0.5634072019244402
Caney Valley High,Caney Residential Yards,0.5634629390385447
Caney Valley Charter Academy,Caney Residential Yards,0.5634629390385447
Garfield Public Preschool 3 at Headstart,"Curcio Scrap Metal, Inc.",0.5635562803007771
SIERRA MIDDLE,Griggs & Walnut Ground Water Plume,0.5641712835817263
Millsboro Middle School,Millsboro TCE,0.5642233917732863
IGNACIO MIRANDA,Vega Alta Public Supply Wells,0.564436282931545
SIDNEY LANIER CENTER,Cabot/Koppers,0.5645326667017427
ALOMA ELEMENTARY,"City Industries, Inc.",0.56492319274528
The Wallace Wallin School,East Basin Road Groundwater,0.5655542329955942
CYRIL HS,Oklahoma Refining Co.,0.5665751926406722
CYRIL JHS,Oklahoma Refining Co.,0.5665751926406722
Hazelwood Elementary,"Benfield Industries, Inc.",0.5670234397764191
Robert Frost Charter School (H),Kearsarge Metallurgical Corp.,0.5670340917406372
Robert Frost Charter School (E),Kearsarge Metallurgical Corp.,0.5670340917406372
PS 106 EDWARD EVERETT HALE,Wolff-Alport Chemical Company,0.5670919244267003
Gary Elementary School,Kerr-McGee (Kress Creek/West Branch of DuPage River),0.5673572902308555
Northwest Elem School,LaSalle Electric Utilities,0.5675819155151919
Hamburg Area Middle School,Price Battery,0.5679868504781991
TEXAS CONNECTIONS ACADEMY AT HOUSTON,Crystal Chemical Co.,0.5681315645803787
Upper Moreland El Sch,Raymark,0.5685071250597565
North Belmont Elementary,Jadco-Hughes Facility,0.5694641822611284
Rosa Parks Community School,Orange Valley Regional Ground Water Contamination,0.5696049227426555
Washington El Sch,Bally Ground Water Contamination,0.5707876258517518
Northeast College Prep Charter Scho,General Mills/Henkel Corp.,0.57081148606931
CYRIL ES,Oklahoma Refining Co.,0.5713759674070955
Clare Middle School,Clare Water Supply,0.5717963331170641
Rosa Parks Community School,U.S. Radium Corp.,0.5732781991562965
HOWITT SCHOOL,Liberty Industrial Finishing,0.5733305945817558
CHARLES F JOHNSON JR ELEMENTARY SCHOOL,Endicott Village Well Field,0.5734003388708525
Washington Learning Academy,Prestolite Battery Division,0.5740561704532332
Educare of West DuPage,Kerr-McGee (Residential Areas),0.5750202760237111
Excel Center - South Bend,Beck's Lake,0.5756577844091486
NORFOLK SENIOR HIGH SCHOOL,Iowa-Nebraska Light & Power Co,0.5763342257238139
BROOKLYN RISE CHARTER SCHOOL,Gowanus Canal,0.5765602487831439
ACADEMY OF URBAN PLANNING AND ENGINEERING (THE),Wolff-Alport Chemical Company,0.5768908031093496
BROOKLYN SCHOOL FOR SOCIAL JUSTICE (THE),Wolff-Alport Chemical Company,0.5768908031093496
ACADEMY FOR EXCELLENCE IN LEADERSHIP,Wolff-Alport Chemical Company,0.5768908031093496
BROOKLYN SCHOOL FOR MATH AND RESEARCH (THE),Wolff-Alport Chemical Company,0.5768908031093496
Bishop Elementary,Westinghouse Electric Corp. (Sunnyvale Plant),0.577377207807741
Prather Elementary School,Jennison-Wright Corporation,0.5775236819058546
Merrimack High School,New Hampshire Plating Co.,0.5777125551026412
Marie V. Duffy Elementary School,Dayco Corp./L.E. Carpenter Co.,0.5780101761872469
Henry B. Wilson Family School,Welsbach & General Gas Mantle (Camden Radiation),0.5798763089443616
Schuler Elementary School,PCE Former Dry Cleaner,0.5800734082096605
Charles City Middle School,Shaw Avenue Dump,0.5800946627411372
PRAIRIE WIND MIDDLE,Perham Arsenic Site,0.5802814449708108
Butler Tech Bioscience Center,Skinner Landfill,0.5807437898073101
Central Elem,"Chemical Commodities, Inc.",0.5814406892288666
The Career Academy,Silresim Chemical Corp.,0.581614504055767
EARLY CHILDHOOD CENTER,"Solid State Circuits, Inc.",0.5824739806783048
Sierra Vista High (Alternative),"Waste Disposal, Inc.",0.582494881684783
Frontier High (Continuation),"Waste Disposal, Inc.",0.582494881684783
Lakeview High School,Ten-Mile Drain,0.5826166917398896
Woods Cross High,Five Points PCE Plume,0.5832098132209502
Reading Muhlenberg Career and Technology Center,Former Exide Technologies Laureldale ,0.5832507565698325
BERTHA BARBER ELEMENTARY SCH,PCE - Carriage Cleaners,0.5834355638581615
DALLAS ENVIRONMENTAL SCIENCE ACADEMY,RSR Corp.,0.5835344201060539
Lenape Valley Regional High School,Mansfield Trail Dump,0.5839414624878004
West Orange Early Childhood Learning Center,Orange Valley Regional Ground Water Contamination,0.5845705859362694
East Millsboro Elementary School,NCR Corp. (Millsboro Plant),0.585351182217262
VESTAL SENIOR HIGH SCHOOL,Vestal Water Supply Well 1-1,0.5857109718034682
YES PREP - HOBBY,Geneva Industries/Fuhrmann Energy,0.5883822337032212
Central Elementary School,Colonial Creosote,0.5886103717271401
BOWLING GREEN SCHOOL,New Cassel/Hicksville Ground Water Contamination,0.5888329561339076
HEMLOCK SCHOOL,Old Roosevelt Field Contaminated Ground Water Area,0.5891735674660242
Lakeside Middle School,Nascolite Corp.,0.5902524355917856
Antioch Comm High School,H.O.D. Landfill,0.5903422637937249
BROOKLYN FRONTIERS HIGH SCHOOL,Gowanus Canal,0.5908272841846971
Brighton Elementary,Abex Corp.,0.5919637769433584
FRANCIS HOWELL HIGH,Weldon Spring Quarry/Plant/Pits (USDOE/Army),0.5919863244109742
Van Deene Avenue Elementary,Del Amo,0.5923071686057084
California Connections Academy Monterey Bay,Watkins-Johnson Co. (Stewart Division Plant),0.5931261616451896
MCNICOL MIDDLE SCHOOL,Petroleum Products Corp.,0.5934565225373203
Henrico Juvenile Detention Home,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.5934765145956193
West Bountiful School,Bountiful/Woods Cross 5th South PCE Plume,0.5947010474314062
Gary Elementary School,Kerr-McGee (Residential Areas),0.5947422390826679
PECOS ELEMENTARY,McGaffey and Main Groundwater Plume,0.5948968956339004
PS/IS 45 HORACE E GREENE,Wolff-Alport Chemical Company,0.594951203901749
LEON VALLEY EL,Bandera Road Ground Water Plume,0.5960385978145953
CENTER SCHOOL,South Minneapolis Residential Soil Contamination,0.5961115329923724
Center School Extended,South Minneapolis Residential Soil Contamination,0.5961115329923724
Avondale Meadows Middle School,Keystone Corridor Ground Water Contamination,0.5962437556143291
Avondale Meadows Academy,Keystone Corridor Ground Water Contamination,0.5962437556143291
Camden Virtua,"Martin Aaron, Inc.",0.5963551310808217
Freedom Prep Charter School,"Martin Aaron, Inc.",0.5963551310808217
DALLAS COUNTY JUVENILE JUSTICE,RSR Corp.,0.5971806349814466
LAKE SILVER ELEMENTARY,Chevron Chemical Co. (Ortho Division),0.5971916391937058
Lanes Mill Elementary School,Brick Township Landfill,0.5975631502512119
Nellie K. Parker,Maywood Chemical Co.,0.5984004711414546
Louise Troy Elementary School,South Dayton Dump & Landfill,0.5989063854520743
Township Three Elementary,Celanese Corp. (Shelby Fiber Operations),0.5995544323447568
Essex High School,Unimatic Manufacturing Corporation,0.5996181981156011
Essex Campus Academy,Unimatic Manufacturing Corporation,0.5997006994645917
EILAND MIDDLE SCHOOL,"American Creosote Works, Inc.",0.5999774711332722
Conway Elementary School,Kearsarge Metallurgical Corp.,0.6003248486841924
MS 266 PARK PLACE COMMUNITY MIDDLE SCHOOL,Gowanus Canal,0.6004511975973871
PS 77,Gowanus Canal,0.6004511975973871
PS 147 ISSAC REMSEN,Newtown Creek,0.6010994461091946
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,Newtown Creek,0.6010994461091946
Weed High,J.H. Baxter & Co.,0.6012419698340112
MARIA L. MCDOUGALL,Ochoa Fertilizer Co,0.6013012181250879
MATTHYS EL,Geneva Industries/Fuhrmann Energy,0.6013828808113053
Bennington Elementary School,"Jard Company, Inc.",0.6014292496016033
St. Cloud Area Learning Center,Waite Park Wells,0.6023663751345033
Gulph EL Sch,Henderson Road,0.6029182425781751
Troy High School,East Troy Contaminated Aquifer,0.6035425755347515
Hmong College Prep Academy ES,Koppers Coke,0.6038779219058334
Hmong College Prep Academy MS,Koppers Coke,0.6038779219058334
HMONG COLLEGE PREP ACADEMY HS,Koppers Coke,0.6038779219058334
Benjamin Franklin Elementary,San Fernando Valley (Area 2),0.6040575734185744
Parkside Elementary,Midway Landfill,0.6042105267306026
JENNIE F SNAPP MIDDLE SCHOOL,Vestal Water Supply Well 1-1,0.6043785279424475
James Gettys El Sch,Westinghouse Elevator Co. Plant,0.6044484439568057
Franklin Elementary,Wausau Ground Water Contamination,0.6048308080291857
Campus School,Former Custom Cleaners,0.6058394432953862
Memorial Middle School,Fair Lawn Well Field,0.6060279814024957
GARDEN CITY PARK SCHOOL,Fulton Avenue,0.6064090949153569
Ethel Kucera Middle,"Rockets, Fireworks, and Flares (RFF)",0.606503345576544
