NAME,Site_Name,distance_to_site_miles
Valley View Innovation School,Broderick Wood Products,0.6078194143245864
Watkins ES (Capitol Hill Cluster),Washington Navy Yard,0.6087698626219152
Whiting Middle School,Federated Metals Corp Whiting,0.6099382230732139
MINEOLA MIDDLE SCHOOL,Fulton Avenue,0.6104646572631967
Lincoln Elementary School,Rockaway Borough Well Field,0.611355319513725
University High School,Former Custom Cleaners,0.6117948982950029
University Middle,Former Custom Cleaners,0.6117948982950029
Main Dunstable School,Sylvester,0.6119566203898976
PS 282 PARK SLOPE,Gowanus Canal,0.6121419911516539
Oakview Elementary School,"Matteo & Sons, Inc.",0.6121755427276597
Syble Hopp School,Better Brite Plating Chrome & Zinc Shops,0.6135546642197137
Jackson County Jail,Michner Plating - Mechanic Street,0.6138761967516608
Roosevelt Junior High,Modesto Ground Water Contamination,0.6139163676086647
Hallowell El Sch,Willow Grove Naval Air and Air Reserve Station,0.6142701068805959
The Journey School Middle,Koppers Coke,0.6150230034872265
The Journey School,Koppers Coke,0.6150230034872265
McDonald El Sch,Naval Air Development Center (8 Waste Areas),0.6161662053584421
WEST HIALEAH GARDENS ELEMENTARY SCHOOL,"Pepper Steel & Alloys, Inc.",0.6163211984947823
APOLLO SENIOR HIGH,Waite Park Wells,0.616629065857727
Woodlawn Avenue Elementary,Pemaco Maywood,0.6183749356324347
LAKEVIEW ELEMENTARY,Joslyn Manufacturing & Supply Co.,0.6185378228213044
Whiting High School,Federated Metals Corp Whiting,0.6186108625351971
Clare Primary School,Clare Water Supply,0.6197009830043733
San Miguel Elementary,"Advanced Micro Devices, Inc.",0.6197709055774839
TRANSITION PLUS,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.6199447066082776
T-Plus Program,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.6199447066082776
Martin Murphy Middle,Fairchild Semiconductor Corp. (South San Jose Plant),0.6199971269869041
Cabarrus Early College of Technology,Bypass 601 Ground Water Contamination,0.6201667728146213
Casimir Pulaski School No. 8,Garfield Ground Water Contamination,0.6203593184010417
Casimir Pulaski School No. 8,Garfield Ground Water Contamination,0.6203593184010417
ROSS EL,North Cavalcade Street,0.6207592565859916
River Bluff Middle,Stoughton City Landfill,0.621211011088624
Sci Tech Engr Arts and Math at Legacy High Sch Complex,Jervis B. Webb Co.,0.6218208549859482
International Studies Lrng Center at Legacy High Sch Complex,Jervis B. Webb Co.,0.6218208549859482
Visual and Performing Arts at Legacy High School Complex,Jervis B. Webb Co.,0.6218208549859482
Jefferson Lincoln Elementary,Centralia Municipal Landfill,0.6218495895331028
Rogers STEM Academy,Silresim Chemical Corp.,0.622020623016811
EARLY COLLEGE ACADEMY,Fruit Avenue Plume,0.6228202472452998
CAREER ENRICHMENT,Fruit Avenue Plume,0.6228202472452998
Walnut Street School,Des Moines TCE,0.622838430206001
Woodrow Wilson School,Scovill Industrial Landfill,0.6238218893742286
Henry J Kaiser Elementary School,Ravenswood PCE Ground Water Plume,0.6238221601517989
KINGSTON PRIMARY,Washington County Lead District - Old Mines,0.6239022953460011
KINGSTON MIDDLE,Washington County Lead District - Old Mines,0.6239022953460011
KINGSTON ELEM.,Washington County Lead District - Old Mines,0.6239022953460011
KINGSTON HIGH,Washington County Lead District - Old Mines,0.6239022953460011
HENDERSON N EL,"Many Diversified Interests, Inc.",0.6242453956699481
Wilson Middle,"N.W. Mauthe Co., Inc.",0.6247721720677223
MISSOURI AVE ELEMENTARY,Lea and West Second Street,0.6248205463961009
Byrd Avenue Primary School,Colonial Creosote,0.6248528042683551
Atlantic Middle School,PCE Former Dry Cleaner,0.624902854579189
ANDERSON EL,Conroe Creosoting Company,0.6251913269075619
George Washington Academy School No. 1,Chemical Control,0.6254990842396567
Lincoln El Sch,"Rodale Manufacturing Co., Inc.",0.6255228586663405
JEAN C FEW PRI,Hart Creosoting Company,0.6256576435280615
Parkview Jr High School,Indian Refinery-Texaco Lawrenceville,0.6258727836919713
Cherry Park Elementary School of Language Immersion,Rock Hill Chemical Co.,0.627479239572567
BRUCE EL,"Many Diversified Interests, Inc.",0.6277246003617114
Roebling Elementary School,Roebling Steel Co.,0.6286402180560557
CALEDONIA-MUMFORD ELEMENTARY SCHOOL,"Jones Chemicals, Inc.",0.628781017068928
Fairfield Elementary School,J. H. Baxter,0.6291862423592013
CALEDONIA-MUMFORD MIDDLE/HIGH SCHOOL,"Jones Chemicals, Inc.",0.6291954124388439
Washington Elementary School,Orange Valley Regional Ground Water Contamination,0.6297163907306961
Early Learning Center,Kerr-McGee (Residential Areas),0.6298022576303564
Old Mill Elementary School,White Swan Cleaners/Sun Cleaners Area Ground Water Contamination,0.629998988697148
Long Prairie-Grey Eagle Elementary,Long Prairie Ground Water Contamination,0.6305691456837835
Jerome Dunn Academy No 9,Chemical Control,0.631258019905999
Lincoln School,Universal Oil Products (Chemical Division),0.6320902173673949
Van Ness ES,Washington Navy Yard,0.632440813281395
LOOSCAN EL,South Cavalcade Street,0.6324816693097218
Waynesboro Elementary,Mallory Capacitor Co.,0.6327785900356655
MOREAU ELEMENTARY SCHOOL,GE Moreau,0.6328488623165741
John Avery Parker,New Bedford Site,0.6329084558622053
Stockton High,McCormick & Baxter Creosoting Co.,0.6333949237627234
Step Up Virtual,"Chemical Commodities, Inc.",0.6334554832662296
Iola Middle School,Former United Zinc & Associated Smelters,0.6336980366950937
Kings Mills Elementary School,Peters Cartridge Factory,0.6339956040592459
Pence Elementary,Fairfield Coal Gasification Plant,0.6340552769260317
Alfred S. Faust Middle School,Universal Oil Products (Chemical Division),0.6341059338151547
Lake Marie Elementary,"Waste Disposal, Inc.",0.6346472880611085
La Puente High,San Gabriel Valley (Area 4),0.6353513780354884
Woodrow Wilson School  #5,"Curcio Scrap Metal, Inc.",0.6354252246975983
Aberdeen Elementary,Aberdeen Pesticide Dumps,0.6367282616725813
Jackson High School,Michner Plating - Mechanic Street,0.6367518779176284
Morton Senior High School,MIDCO I,0.6372314382286782
PALM BAY ACADEMY CHARTER SCHOOL,Harris Corp. (Palm Bay Plant),0.6379632042793524
Delsea Regional High School,Pioneer Metal Finishing Inc,0.6380583277037101
WESTCHASE NEIGHBORHOOD SCHOOL,Crystal Chemical Co.,0.638277176342115
Monte Vista Elementary,San Gabriel Valley (Area 2),0.6384795327385265
Milford Middle School,Fletcher's Paint Works & Storage,0.6392201312198379
Southwest Middle,Davis Park Road TCE,0.6394647482331476
Pleasantville High School,Price Landfill,0.6396262705378771
Jackson Middle School,Vienna Tetrachloroethene,0.6399200957081806
LOCUST SCHOOL,Old Roosevelt Field Contaminated Ground Water Area,0.639991962673993
Anderson Elementary School,North Bronson Industrial Area,0.6401727283502192
ITECH@THOMAS A EDISON EDUCATIONAL CENTER,Continental Cleaners,0.6406812022430116
Martin Luther King Jr. Elementary,AMCO Chemical,0.6408500743438266
ORCHARD VILLA ELEMENTARY SCHOOL,Continental Cleaners,0.6409642153508326
Early Learning Center,Kerr-McGee (Kress Creek/West Branch of DuPage River),0.6413045976890758
Howard Connect Academy,Southside Chattanooga Lead,0.6413905818859357
BETZ ELEMENTARY SCHOOL,PCE - Carriage Cleaners,0.6415528099926846
Waipahu High School,Pearl Harbor Naval Complex,0.6416508985944693
Mann (Horace) Elementary,Orange County North Basin,0.6420453728457058
Phantom Knight School of Opportunity,Better Brite Plating Chrome & Zinc Shops,0.6423959849185877
DILLARD 6-12,Wingate Road Municipal Incinerator Dump,0.6426013767999866
Aspire Gateway Academy Charter,Cooper Drum Company,0.6426162732773132
Aspire Firestone Academy Charter,Cooper Drum Company,0.6426162732773132
Columbus Middle School,Mouat Industries,0.6430633740194105
CUSHING UPPER ES,Hudson Refinery,0.6435907188717112
UNION-ENDICOTT HIGH SCHOOL,Vestal Water Supply Well 1-1,0.6437167032221544
Rock Creek Elementary School,Old Mill,0.6442928456297117
Indian Crest MS,North Penn - Area 1,0.6446704643278147
Hope Community Charter School,"Martin Aaron, Inc.",0.6461438103824446
Wilson Elementary School,Estech General Chemical Company,0.6469975325653474
Gier Park School,"Motor Wheel, Inc.",0.647073833407179
Hawkins Street School,Diamond Alkali Co.,0.6478910472618257
Central Middle School,Dover Gas Light Co.,0.6479888671686062
Sheboygan Leadership Academy,Sheboygan Harbor & River,0.6482286691466453
MS 582,Newtown Creek,0.6485707641887508
PS 196 TEN EYCK,Newtown Creek,0.6485707641887508
CENTRAL ISLIP SENIOR HIGH SCHOOL,"MacKenzie Chemical Works, Inc.",0.648746323561961
Foundations Academy,Mather Air Force Base,0.6489457094774125
Sacramento County ROP,Mather Air Force Base,0.6489457094774125
Atlantic High School,PCE Former Dry Cleaner,0.6493225479434948
Dayton Elementary School,Carson River Mercury Site,0.6494372146242483
Thomas Jefferson Middle School,Rockaway Borough Well Field,0.65101619566691
W H BURNETT EL,Van der Horst USA Corporation,0.6513543925039564
VIOLETA REYES PEREZ,Cidra Ground Water Contamination,0.6513777615443709
PALM BAY ELEMENTARY SCHOOL,Harris Corp. (Palm Bay Plant),0.6518419324107764
Ellis Elementary,Westinghouse Electric Corp. (Sunnyvale Plant),0.6520788430876575
Aspire Gateway Academy Charter,Jervis B. Webb Co.,0.6521400455533817
Aspire Firestone Academy Charter,Jervis B. Webb Co.,0.6521400455533817
PERHAM SENIOR HIGH,Perham Arsenic Site,0.652228742055229
PERHAM AREA LEARNING CENTER,Perham Arsenic Site,0.652228742055229
LADISLAO MARTINEZ,Vega Alta Public Supply Wells,0.6524146826184285
HEWLETT ELEMENTARY SCHOOL,Peninsula Boulevard Ground Water Plume,0.6531014673885351
Liberty High School,PJP Landfill,0.6531692981835151
Luther Burbank Middle,San Fernando Valley (Area 1),0.6534386773791784
Takoda Prep,South Minneapolis Residential Soil Contamination,0.6539747031538928
Takoda Prep Extended,South Minneapolis Residential Soil Contamination,0.6539747031538928
MICKEY LELAND COLLEGE PREP ACAD FOR YOUNG MEN,"Many Diversified Interests, Inc.",0.6545130664262626
Barron Park Elementary,Hewlett-Packard (620-640 Page Mill Road),0.6545707829326377
GLENWOOD LANDING ELEMENTARY SCHOOL,Applied Environmental Services,0.6556258792599992
Maria Varisco Rogers Charter School,Riverside Industrial Park,0.6558621354437685
PS 29 JOHN M HARRIGAN,Gowanus Canal,0.6562911806667268
Richman Elementary,Orange County North Basin,0.6563976026562669
SEWANHAKA HIGH SCHOOL,Genzale Plating Co.,0.6566941269540231
Ketcham ES,Washington Navy Yard,0.6573687694295278
ST. LOUIS PARK SPECIAL ED. PROGRAM,Reilly Tar & Chemical Corp. (St. Louis Park Plant),0.6577851174982102
Heywood Elementary School,West Troy Contaminated Aquifer,0.6580030760664514
Frankie Woods McCullough Academy,Lake Sandy Jo (M&M Landfill),0.6582676837963205
St Louis High School,Velsicol Chemical Corp.(Michigan),0.658815053396661
Booker T. Washington Elementary School,Dover Gas Light Co.,0.6589361792221066
ALTERNATIVES FOR SUCCESS SCH,Iowa-Nebraska Light & Power Co,0.6590302038887698
El Dorado High,Pester Refinery Co.,0.6598216124105714
SASD 4K,Stoughton City Landfill,0.6605027971270493
Edison Middle School,U.S. Radium Corp.,0.6607474073911987
Read (George) Middle School,East Basin Road Groundwater,0.6611141666523211
J N ERVIN EL,"Lane Plating Works, Inc.",0.6613749041115918
CROSSROADS ELEMENTARY SCHOOL,"Chemfax, Inc.",0.6619171825902243
Shoreline Elementary School,Muskegon Chemical Co.,0.6620339489108185
Bracher Elementary,Intel Magnetics,0.6620951589264693
HOWARD W. BISHOP MIDDLE SCHOOL,Cabot/Koppers,0.6627328774082476
John Ball Park Zoo School,Butterworth #2 Landfill,0.6628402670035413
John R. Wooden Middle School,Pike and Mulberry Streets PCE Plume,0.6631190586278634
Beyer Early Childhood Center,"Interstate Pollution Control, Inc.",0.663236024337411
Roosevelt K-8 School,Lower Neponset River,0.6632619170021042
Cedar Fork Elementary,"Koppers Co., Inc. (Morrisville Plant)",0.6632969146414924
East Orange Community Charter School,U.S. Radium Corp.,0.6635459389926945
Wyeka Vista Community Day School,J.H. Baxter & Co.,0.6637254809208618
Amherst Street School,Mohawk Tannery,0.6643265490104756
Waynesville Middle,"Benfield Industries, Inc.",0.6645828067958545
Johnnie L. Cochran Jr. Academy,Orange Valley Regional Ground Water Contamination,0.6645873309642263
Robert Treat Academy Charter School,Riverside Industrial Park,0.6649391085607308
TC Holbrook Elementary School,"Parsons Chemical Works, Inc.",0.6650215100535831
The Dalles Middle School,Union Pacific Railroad Co. Tie-Treating Plant,0.6651602497917888
Charlotte Ave Elementary School,Mohawk Tannery,0.665192499245341
South Dover Elementary School,Dover Gas Light Co.,0.6653581857847702
Richey Elementary School,"E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)",0.6654596098891145
NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,Hollingsworth Solderless Terminal,0.6654934366204744
Columbus High School,Mouat Industries,0.6657389864654176
WOODWARD PARKWAY ELEMENTARY SCHOOL,Liberty Industrial Finishing,0.6662165904490708
AUREA E. QUILES CLAUDIO,Ochoa Fertilizer Co,0.6669229056069573
Channing Elementary School,Lower Neponset River,0.6670150504271599
Jackson Pathways,Michner Plating - Mechanic Street,0.6671334971168983
Dorothy Hains Elementary School,Peach Orchard Road PCE Ground Water Plume,0.6678169888270492
AMY BIEHL CHARTER HIGH SCHOOL,Fruit Avenue Plume,0.6682279178614479
Parsons Elementary School,DSC McLouth Steel Gibraltar Plant,0.6688243643992785
W E HOOVER EL,Sandy Beach Road Ground Water Plume,0.6691808822784132
Roosevelt High School,McCormick & Baxter Creosoting Co. (Portland Plant),0.6694269773807026
CARMEN ARZUAGA DE RIVERA,Juncos Landfill,0.6695854648569811
Lincoln Elementary,United Heckathorn Co.,0.6697370573562513
Santa Clara Community Day,Intersil Inc./Siemens Components,0.6698602247997087
Camden Prep Inc.,"Martin Aaron, Inc.",0.6705558903964216
North Wales El Sch,North Penn - Area 7,0.6709657342970825
Maude Trevvett Elementary,"Rentokil, Inc. (Virginia Wood Preserving Division)",0.6712130799212909
Somersworth Middle School,Somersworth Sanitary Landfill,0.6714568898354308
Pioneer Elementary,Frontier Fertilizer,0.6719861453252434
ANTONIO VELEZ ALVARADO,Pesticide Warehouse III,0.6719954668538323
DESIGN WORKS,Gowanus Canal,0.672043111404286
Newark School of Fashion & Design,Riverside Industrial Park,0.6720481737828462
MS 51 WILLIAM ALEXANDER,Gowanus Canal,0.6721524643093724
Caroline L. Reutter School,Pioneer Metal Finishing Inc,0.672540267398236
ALL CITY LEADERSHIP SECONDARY SCHOOL,Wolff-Alport Chemical Company,0.6729173908441543
Kearny High School,Riverside Industrial Park,0.6730230426489545
Dunbar Early College High School,South Dayton Dump & Landfill,0.6733378839615681
Sierra High,Pacific Coast Pipe Lines,0.6737492453665236
Dover Avenue Elementary School,Dover Chemical Corp.,0.673823779558161
Seven Generations CS,"Rodale Manufacturing Co., Inc.",0.6739565283861886
BRIGHTVIEW PREPARATORY ACADEMY,Miami Drum Services,0.6740334172912517
Hohokam Elementary School,Indian Bend Wash Area,0.6741555029264557
Denver Center for International Studies,Denver Radium Site,0.6744773721721106
William Pittaway Elementary,Nyanza Chemical Waste Dump,0.6746812507597776
Somersworth High School,Somersworth Sanitary Landfill,0.6747116530470528
Woods Cross School,Five Points PCE Plume,0.6756108728066806
Joyce Kilmer School,Fried Industries,0.6756780782258683
Dawson-Bryant High School,Allied Chemical & Ironton Coke,0.6759598019218505
Dawson-Bryant Middle School,Allied Chemical & Ironton Coke,0.6759598019218505
Central Columbia SHS,Safety Light Corporation,0.675970208507323
BANG EL,Jones Road Ground Water Plume,0.6769076228789472
ACHIEVEMENT FIRST NORTH BROOKLYN PREPARATORY CHARTER SCHOOL,Wolff-Alport Chemical Company,0.6771988503783702
PS 377 ALEJANDRINA B DE GAUTIER,Wolff-Alport Chemical Company,0.6771988503783702
Oakland High School,"Commencement Bay, South Tacoma Channel",0.6772939944338615
PETRA CORRETJER DE O'NEILL,Pesticide Warehouse III,0.6775888820812623
LORAH PARK ELEMENTARY SCHOOL,Airco Plating Co.,0.6778746274759653
Etude High,Sheboygan Harbor & River,0.6784025572659999
EUGENE FIELD ELEMENTARY,Fruit Avenue Plume,0.6785088698094395
SCCP Images,General Electric Co. (Spokane Shop),0.6787991892527411
Escondido Elementary,Hewlett-Packard (620-640 Page Mill Road),0.6793471692007265
Emmaus HS,"Rodale Manufacturing Co., Inc.",0.6799335230740472
JESSE KEEN ELEMENTARY SCHOOL,Landia Chemical Company,0.6805179016695112
Bryant Elementary,Alark Hard Chrome,0.6805706111788753
LEE AVENUE SCHOOL,Hooker Chemical & Plastics Corp./Ruco Polymer Corp.,0.6808072742688178
Fillmore Senior High,Pacific Coast Pipe Lines,0.6809490112666251
Highlander Way Middle School,Shiawassee River,0.6811829270946941
Mountain View Elementary,Kim-Stan Landfill,0.6816201488868469
COVERT AVENUE SCHOOL,Genzale Plating Co.,0.6817371099911919
PAUL LAURENCE DUNBAR EARLY EDUCATION CENTER,"Koppers Co., Inc. (Texarkana Plant)",0.6822667215117757
Maxwell Academy (PK-8),San Gabriel Valley (Area 1),0.6824476691300396
Woodland Elementary School,Himco Dump,0.6832633268669552
Coginchaug Regional High School,Durham Meadows,0.6833385756615692
Naval Avenue Elementary School,Bremerton Gasworks,0.683389637466602
W. C. Sullivan Middle,Rock Hill Chemical Co.,0.6836158452317023
Little Fort Elem School,Yeoman Creek Landfill,0.6839833910574552
Parkside Elementary School,Indian Refinery-Texaco Lawrenceville,0.6847873307527711
WALTER PANAS HIGH SCHOOL,Magna Metals,0.6847946163690602
JUAN QUIRINDONGO MORELL,Vega Baja Solid Waste Disposal,0.6850404002135206
Roberto Clemente Elementary School,Riverside Industrial Park,0.6855925992138683
Muhammad Ali School Number 23,Garfield Ground Water Contamination,0.6857071970683749
Washington Elementary School,PCE Former Dry Cleaner,0.6862049711096668
The Howard School,Southside Chattanooga Lead,0.6864285357611796
ALFONSO DIAZ LEBRON,Juncos Landfill,0.6867942270956194
John Glenn Middle,Naval Weapons Industrial Reserve Plant,0.6869594022027623
YES PREP - NORTHSIDE,South Cavalcade Street,0.6870071915018205
SPRINGVIEW ELEMENTARY SCHOOL,Miami Drum Services,0.6872819314291024
Ponus Ridge STEAM Academy,Kellogg-Deering Well Field,0.687501737571748
Concord Magnet School,Kellogg-Deering Well Field,0.687501737571748
Cumberland Regional School,Iceland Coin Laundry Area Ground Water Plume,0.6881839499045196
SULLIVAN SR. HIGH,Oak Grove Village Well,0.6886347887247947
Princeton Elementary School,Ten-Mile Drain,0.6893127635267026
FRANCISCO RAMOS SANCHEZ,"Papelera Puertorriquena, Inc.",0.6893852002784995
Pathway School of Discovery,North Sanitary Landfill,0.6894143087415684
Maywood Center for Enriched Studies,Pemaco Maywood,0.6894259278159571
Thomas Jefferson Elementary,Wausau Ground Water Contamination,0.6895084458278014
The Ethical Community Charter School,PJP Landfill,0.6898599067303001
Woods Cross School,Bountiful/Woods Cross 5th South PCE Plume,0.6908958804070672
Haverford MS,Havertown PCP,0.6913802816449137
Chandler Elementary School,North 5th Street Groundwater Contamination,0.6921838423343185
Leroy Wood,Atlas Tack Corp.,0.6921874906434758
Locust Lane Elementary,"National Presto Industries, Inc.",0.6925949548943842
Brass Castle School,Pohatcong Valley Ground Water Contamination,0.6927446713503989
BRENTWOOD ELEMENTARY SCHOOL,Escambia Wood - Pensacola,0.6928114439644086
Clare High School,Clare Water Supply,0.6931929719610398
Etta Gero School No. 9,Garfield Ground Water Contamination,0.6934365982295322
THOMAS A EDISON HIGH SCHOOL,"Facet Enterprises, Inc.",0.6936496742515156
Hawthorne School,Idaho Pole Co.,0.6944225882820803
LINCOLN ELEMENTARY SCHOOL,West Highway 6 & Highway 281,0.694477617380418
Yadkin Early College,Holcomb Creosote Co,0.694851665935321
JAMES GARFIELD,Cabo Rojo Ground Water Contamination,0.6953461155605998
Mound Elementary School,Mound Plant (USDOE),0.6957952778700994
Michael Anderson Elementary School,Fairchild Air Force Base (4 Waste Areas),0.696025865437107
George D Warriner High School for Personalized Learning,Sheboygan Harbor & River,0.6962399923173638
George D Warriner Middle,Sheboygan Harbor & River,0.6962399923173638
Etude Middle,Sheboygan Harbor & River,0.6965530838606704
Dawson Elementary School,Rockwell International Corp. (Allegan Plant),0.6966677945080533
Kyle Elementary School,East Troy Contaminated Aquifer,0.6973855134943031
Workman Elementary,San Gabriel Valley (Area 4),0.6974210560760543
Georgetown Middle School,Georgetown North Groundwater,0.6975065553805476
Georgetown Elementary School,Georgetown North Groundwater,0.6975065553805476
EAGLES NEST CHARTER ACADEMY,Wingate Road Municipal Incinerator Dump,0.6982338983015279
Jose Antonio Vargas Elementary,Fairchild Semiconductor Corp. (Mountain View Plant),0.6994222643648504
NYS DEPT OF CORRECTIONS PLACEMENT,"Mercury Refining, Inc.",0.7003323567451757
Greenwood Elem School,Yeoman Creek Landfill,0.7004505895518358
Waterbury Career Academy,Scovill Industrial Landfill,0.7011116705777123
Stout Field Elementary School,Reilly Tar & Chemical Corp. (Indianapolis Plant),0.7011212708931212
Terence C. Reilly School No 7,Chemical Control,0.7032420803724159
Dual Immersion Academy,Portland Cement (Kiln Dust 2 & 3),0.7034806021312247
LEARN John  Kathy Schreiber Chrtr,Yeoman Creek Landfill,0.7035675645607503
CANTON ELEMENTARY SCHOOL,Southeastern Wood Preserving,0.7046902623366059
Central High,Sheboygan Harbor & River,0.7055505070561741
Weber Institute,McCormick & Baxter Creosoting Co.,0.7061742601317255
Lenape MS,Chem-Fab,0.7062174403019313
ACTS,Arkla Terra Property,0.7069652667789624
SWEENY ELEMENTARY,"Solid State Circuits, Inc.",0.706974582099653
Keith Middle School,Sullivan's Ledge,0.7071596454674812
Brody Middle School,Lot 46 Valley Gardens TCE,0.7076880601538011
Plymouth Elementary,San Gabriel Valley (Area 1),0.7087315698768402
Midland School #1,Maywood Chemical Co.,0.7088320602338499
Kings High School,Peters Cartridge Factory,0.7089991443143902
Millcreek Jr High,Five Points PCE Plume,0.7090366996783827
Allesandro Elementary,San Fernando Valley (Area 4),0.7091581094633345
River Ridge Elementary,Seattle Municipal Landfill (Kent Highlands),0.7092606209059434
Colorado Sports Leadership Academy,Broderick Wood Products,0.7092733456024878
ZELLWOOD ELEMENTARY,Zellwood Ground Water Contamination,0.7096447265591448
JPS Montessori Center,Michner Plating - Mechanic Street,0.710036179209056
STOLLEY PARK ELEM SCHOOL,Parkview Well,0.7103133832507301
Lake Primary School,Industrial Excess Landfill,0.7104229954233159
Clarendon School,Lower Hackensack River,0.7111947441309922
Washington Elementary School,Riverside Industrial Park,0.7113665021651617
NEW HAVEN ELEM.,Riverfront,0.7115330053758477
Olathe North Sr High,"Chemical Commodities, Inc.",0.7116120562638085
Aim Academy of Science & Technology,South Minneapolis Residential Soil Contamination,0.7132802155242005
Ellen Ochoa School Number 22,Garfield Ground Water Contamination,0.7135362809814958
Bret Harte Elementary,San Fernando Valley (Area 1),0.7137627024566624
Washington Memorial Elementary School,Pohatcong Valley Ground Water Contamination,0.7138216088920797
Brighton Elementary,Peck Iron and Metal,0.7139608271601381
Sycamore Elementary School,Kokomo Contaminated Ground Water Plume,0.7141487369149421
Centennial Place Academy (Charter),Westside Lead,0.7148112156457201
McVey (Joseph M.) Elementary School,Newark South Ground Water Plume,0.7149665289556916
Jackson Elementary,Argonaut Mine,0.7151133384696944
Buchanan Step Up,Electrovoice,0.715278067595106
Buchanan High School,Electrovoice,0.715278067595106
Buchanan Virtual Academy,Electrovoice,0.715278067595106
Solis Park,El Toro Marine Corps Air Station,0.7154622388707154
RESILIENCE CHARTER SCHOOL INC,Cabot/Koppers,0.7154853338741776
South Point High School,South Point Plant,0.716052725952413
Thomas Jefferson Middle School,Garfield Ground Water Contamination,0.7160799836908988
Humboldt Elementary School,Iron King Mine - Humboldt Smelter,0.7165648599394734
Stony Brook Elementary School,Rockaway Borough Well Field,0.7171238200927371
Naval Avenue Elementary School,Puget Sound Naval Shipyard Complex,0.7177233612507194
Salem Avenue Elementary,Central Chemical (Hagerstown),0.7180537313437643
DUVAL REGIONAL JUVENILE DETENTION CENTER,Kerr-McGee Chemical Corp - Jacksonville,0.7181087421183577
Champlain School,Pine Street Canal,0.7181806895468001
Payne ES,Washington Navy Yard,0.7183439988898411
Colby Elem,Ace Services,0.7185465399474463
Central Columbia MS,Safety Light Corporation,0.718599684853392
MESILLA VALLEY LEADERSHIP ACADEMY,Griggs & Walnut Ground Water Plume,0.7187052461679728
Taunton Elementary School,Zschiegner Refining,0.7187436119387731
South Point Middle School,South Point Plant,0.719659008086951
AMY at Martin,Franklin Slag Pile (MDC),0.71983760372891
Congress School,Sturgis Municipal Wells,0.719847076612442
Lincoln Jr High School,Matthiessen and Hegeler Zinc Company,0.7199216152293828
LEEP (Life Enrichment Education Program),Northwest Pipe & Casing/Hall Process Co,0.7209031889109672
Gettysburg Area HS,Hunterstown Road,0.7212793494324056
PS 34 OLIVER H PERRY,Meeker Avenue Plume,0.7213937199793728
Campbell Elementary School,Kaydon Corp.,0.7219461413042313
Penn (William) High School,East Basin Road Groundwater,0.7219590050059255
Madison Headstart,"Commencement Bay, South Tacoma Channel",0.7232997658459472
Success Academy Primary School,Beck's Lake,0.7243221145875575
Scottsdale Online Learning,Indian Bend Wash Area,0.7254265290273136
STEWART MANOR SCHOOL,Genzale Plating Co.,0.7261622611360463
Lincoln School Annex,Quanta Resources,0.7263981660934995
Cherrydale Elementary,US Finishing/Cone Mills,0.7264054833630746
BUSHWICK COMMUNITY HIGH SCHOOL,Wolff-Alport Chemical Company,0.7265110040131609
JHS 291 ROLAND HAYES,Wolff-Alport Chemical Company,0.7265110040131609
MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL,Wolff-Alport Chemical Company,0.7265110040131609
West Oakland Middle,AMCO Chemical,0.7268363568117596
Ralph J. Bunche Continuation High,AMCO Chemical,0.7268363568117596
Swansea Elementary School,Vasquez Boulevard and I-70,0.7269635815874531
R L BROWN GIFTED AND TALENTED ACADEMY,Kerr-McGee Chemical Corp - Jacksonville,0.7271076121980223
PIZZO K-8 SCHOOL,Normandy Park Apartments,0.7271568868660716
Lawrence E. Boone ES,Washington Navy Yard,0.7272811721921623
EDISON ES,Wilcox Oil Company,0.7285794771159921
ANGEL SANDIN MARTINEZ,Vega Baja Solid Waste Disposal,0.7289729037393283
North Elem School,Outboard Marine Corp.,0.7292790585498778
ALBUQUERQUE HIGH,Fruit Avenue Plume,0.729321054120291
Goodyear Elementary School,Terry Creek Dredge Spoil Areas/Hercules Outfall,0.7293962312329587
Kenneth T Beagle Middle School,"Parsons Chemical Works, Inc.",0.7299367646488483
Smalley Elementary School,Brook Industrial Park,0.7301770653731225
Park Avenue Elementary,Jervis B. Webb Co.,0.7303926466257993
Hammond Academy of Science & Tech,Estech General Chemical Company,0.7304545592577114
New Miami  High School,"Armco Inc., Hamilton Plant",0.7310336401694265
New Miami Middle School,"Armco Inc., Hamilton Plant",0.7310336401694265
New Miami Elementary School,"Armco Inc., Hamilton Plant",0.7310336401694265
Lirio Montessori,South Minneapolis Residential Soil Contamination,0.7310395878687417
Valverde Elementary School,Denver Radium Site,0.731064923956701
Southdale Elementary School,"Sanitary Landfill Co. (Industrial Waste Disposal Co., Inc.)",0.7312758244728826
Venice Elem School,NL Industries/Taracorp Lead Smelter,0.7316294793583509
BROOKLYN PROSPECT CHARTER SCHOOL-CSD 13,Gowanus Canal,0.7318547916665349
ELISHA M PEASE EL,"Lane Plating Works, Inc.",0.7321784553131366
DC Prep PCS - Anacostia ES,Washington Navy Yard,0.7321897743676933
Bryson Elementary,"Para-Chem Southern, Inc.",0.7324304624634072
Abraham Lincoln School Number 24,Garfield Ground Water Contamination,0.7327597706565421
